#bin	chrom	chromStart	chromEnd	ix	type	frag	fragStart	fragEnd	strand
624	chr1	5117108	5160760	80	W	contig_30923	0	43652	+
624	chr1	5161966	5163681	82	W	contig_30924	0	1715	+
624	chr1	5163934	5204676	84	W	contig_30925	0	40742	+
624	chr1	5204834	5207822	86	W	contig_30926	0	2988	+
9	chr1	5207929	5313029	88	W	contig_30927	0	105100	+
625	chr1	5313062	5314549	90	W	contig_30928	0	1487	+
78	chr1	5314793	5446883	92	W	contig_30929	0	132090	+
626	chr1	5446884	5449828	94	W	contig_30930	0	2944	+
626	chr1	5450205	5452393	96	W	contig_30931	0	2188	+
78	chr1	5452584	5583173	98	W	contig_30932	0	130589	+
78	chr1	5583354	5839181	100	W	contig_30933	0	255827	+
78	chr1	5839610	5919024	102	W	contig_30934	0	79414	+
78	chr1	5919491	6064282	104	W	contig_30935	0	144791	+
631	chr1	6065573	6079535	106	W	contig_30936	0	13962	+
78	chr1	6079738	6160454	108	W	contig_30937	0	80716	+
632	chr1	6160792	6180396	110	W	contig_30938	0	19604	+
632	chr1	6180397	6276214	112	W	contig_30939	0	95817	+
632	chr1	6276635	6279779	114	W	contig_30940	0	3144	+
9	chr1	6280599	6620200	116	W	contig_30941	0	339601	+
79	chr1	6620308	6973252	118	W	contig_30942	0	352944	+
79	chr1	6974797	7256767	120	W	contig_30943	0	281970	+
640	chr1	7257140	7303041	122	W	contig_30944	0	45901	+
640	chr1	7303042	7305603	124	W	contig_30945	0	2561	+
640	chr1	7305774	7336984	126	W	contig_30946	0	31210	+
9	chr1	7338367	7404570	128	W	contig_30947	0	66203	+
80	chr1	7404721	7599688	130	W	contig_30948	0	194967	+
80	chr1	7599689	7606072	132	W	contig_30949	0	6383	+
80	chr1	7606073	7755525	134	W	contig_30950	0	149452	+
644	chr1	7756203	7759869	136	W	contig_30951	0	3666	+
80	chr1	7759885	7961845	138	W	contig_30952	0	201960	+
80	chr1	7962800	8223974	140	W	contig_30953	0	261174	+
80	chr1	8226092	8265515	142	W	contig_30954	0	39423	+
648	chr1	8266095	8309778	144	W	contig_30955	0	43683	+
648	chr1	8310038	8315496	146	W	contig_30956	0	5458	+
1	chr1	8315497	8436750	148	W	contig_30957	0	121253	+
649	chr1	8437255	8439363	150	W	contig_30958	0	2108	+
649	chr1	8439364	8440533	152	W	contig_30959	0	1169	+
81	chr1	8440591	8709851	154	W	contig_30960	0	269260	+
651	chr1	8709869	8738080	156	W	contig_30961	0	28211	+
651	chr1	8738273	8763307	158	W	contig_30962	0	25034	+
81	chr1	8763368	9117259	160	W	contig_30963	0	353891	+
81	chr1	9117271	9277902	162	W	contig_30964	0	160631	+
10	chr1	9278599	9602349	164	W	contig_30965	0	323750	+
82	chr1	9602361	9822918	166	W	contig_30966	0	220557	+
82	chr1	9823118	10189396	168	W	contig_30967	0	366278	+
82	chr1	10189641	10234131	170	W	contig_30968	0	44490	+
663	chr1	10234171	10275703	172	W	contig_30969	0	41532	+
10	chr1	10275722	10826119	174	W	contig_30970	0	550397	+
83	chr1	10826235	10987926	176	W	contig_30971	0	161691	+
83	chr1	10987927	11116408	178	W	contig_30972	0	128481	+
669	chr1	11116621	11118718	180	W	contig_30973	0	2097	+
669	chr1	11120299	11130604	182	W	contig_30974	0	10305	+
83	chr1	11130764	11170635	184	W	contig_30975	0	39871	+
670	chr1	11170636	11183118	186	W	contig_30976	0	12482	+
83	chr1	11183418	11342214	188	W	contig_30977	0	158796	+
671	chr1	11342605	11372752	190	W	contig_30978	0	30147	+
10	chr1	11372753	11817217	192	W	contig_30979	0	444464	+
675	chr1	11818322	11821017	194	W	contig_30980	0	2695	+
84	chr1	11821462	12058930	196	W	contig_30981	0	237468	+
677	chr1	12059209	12147905	198	W	contig_30982	0	88696	+
677	chr1	12148099	12187540	200	W	contig_30983	0	39441	+
84	chr1	12187636	12248543	202	W	contig_30984	0	60907	+
84	chr1	12249701	12397955	204	W	contig_30985	0	148254	+
10	chr1	12398167	12851303	206	W	contig_30986	0	453136	+
85	chr1	12851406	13147740	208	W	contig_30987	0	296334	+
85	chr1	13147756	13345687	210	W	contig_30988	0	197931	+
85	chr1	13346555	13391364	212	W	contig_30989	0	44809	+
687	chr1	13391623	13484429	214	W	contig_30990	0	92806	+
85	chr1	13484432	13505286	216	W	contig_30991	0	20854	+
10	chr1	13505287	13763829	218	W	contig_30992	0	258542	+
86	chr1	13763856	14092517	220	W	contig_30993	0	328661	+
86	chr1	14092539	14582381	222	W	contig_30994	0	489842	+
696	chr1	14582490	14657053	224	W	contig_30995	0	74563	+
10	chr1	14657110	14826589	226	W	contig_30996	0	169479	+
87	chr1	14828184	14944764	228	W	contig_30997	0	116580	+
87	chr1	14944765	15174700	230	W	contig_30998	0	229935	+
87	chr1	15174701	15240809	232	W	contig_30999	0	66108	+
87	chr1	15240810	15346105	234	W	contig_31000	0	105295	+
702	chr1	15346680	15350899	236	W	contig_31001	0	4219	+
702	chr1	15351107	15357196	238	W	contig_31002	0	6089	+
87	chr1	15357197	15557106	240	W	contig_31003	0	199909	+
10	chr1	15557193	15862526	242	W	contig_31004	0	305333	+
88	chr1	15864135	15999403	244	W	contig_31005	0	135268	+
707	chr1	15999626	16096182	246	W	contig_31006	0	96556	+
707	chr1	16096472	16098732	248	W	contig_31007	0	2260	+
88	chr1	16098881	16128728	250	W	contig_31008	0	29847	+
708	chr1	16129495	16226063	252	W	contig_31009	0	96568	+
708	chr1	16226141	16227023	254	W	contig_31010	0	882	+
708	chr1	16228580	16230737	256	W	contig_31011	0	2157	+
88	chr1	16232411	16267921	258	W	contig_31012	0	35510	+
709	chr1	16268905	16381917	260	W	contig_31013	0	113012	+
88	chr1	16382156	16390141	262	W	contig_31014	0	7985	+
710	chr1	16390176	16399102	264	W	contig_31015	0	8926	+
710	chr1	16399139	16433640	266	W	contig_31016	0	34501	+
710	chr1	16433836	16490796	268	W	contig_31017	0	56960	+
88	chr1	16490797	16602518	270	W	contig_31018	0	111721	+
711	chr1	16603473	16606542	272	W	contig_31019	0	3069	+
88	chr1	16606543	16697501	274	W	contig_31020	0	90958	+
712	chr1	16698446	16700873	276	W	contig_31021	0	2427	+
712	chr1	16701846	16741640	278	W	contig_31022	0	39794	+
712	chr1	16742389	16743859	280	W	contig_31023	0	1470	+
1	chr1	16743942	16984650	282	W	contig_31024	0	240708	+
714	chr1	16985293	17023228	284	W	contig_31025	0	37935	+
89	chr1	17024352	17088490	286	W	contig_31026	0	64138	+
89	chr1	17088639	17242701	288	W	contig_31027	0	154062	+
716	chr1	17243262	17296376	290	W	contig_31028	0	53114	+
89	chr1	17296618	17308446	292	W	contig_31029	0	11828	+
717	chr1	17308515	17399856	294	W	contig_31030	0	91341	+
717	chr1	17399916	17402466	296	W	contig_31031	0	2550	+
89	chr1	17403533	17565357	298	W	contig_31032	0	161824	+
11	chr1	17566210	17922145	300	W	contig_31033	0	355935	+
90	chr1	17923600	17963436	302	W	contig_31034	0	39836	+
90	chr1	17963499	18396250	304	W	contig_31035	0	432751	+
90	chr1	18396971	18845872	306	W	contig_31036	0	448901	+
11	chr1	18845873	19472260	308	W	contig_31037	0	626387	+
733	chr1	19472347	19482047	310	W	contig_31038	0	9700	+
733	chr1	19482158	19488236	312	W	contig_31039	0	6078	+
733	chr1	19488299	19507909	314	W	contig_31040	0	19610	+
91	chr1	19507910	19605191	316	W	contig_31041	0	97281	+
91	chr1	19605961	19664215	318	W	contig_31042	0	58254	+
91	chr1	19664381	19846557	320	W	contig_31043	0	182176	+
736	chr1	19846724	19848144	322	W	contig_31044	0	1420	+
736	chr1	19848387	19849543	324	W	contig_31045	0	1156	+
736	chr1	19849861	19867027	326	W	contig_31046	0	17166	+
736	chr1	19867664	19919191	328	W	contig_31047	0	51527	+
736	chr1	19920344	19921303	330	W	contig_31048	0	959	+
11	chr1	19921462	19948986	332	W	contig_31049	0	27524	+
737	chr1	19949236	19953077	334	W	contig_31050	0	3841	+
737	chr1	19953416	19956444	336	W	contig_31051	0	3028	+
92	chr1	19956903	20093588	338	W	contig_31052	0	136685	+
738	chr1	20093697	20180511	340	W	contig_31053	0	86814	+
92	chr1	20180842	20261654	342	W	contig_31054	0	80812	+
739	chr1	20261689	20265801	344	W	contig_31055	0	4112	+
739	chr1	20266779	20298926	346	W	contig_31056	0	32147	+
92	chr1	20298995	20398121	348	W	contig_31057	0	99126	+
740	chr1	20398267	20419479	350	W	contig_31058	0	21212	+
740	chr1	20419786	20436297	352	W	contig_31059	0	16511	+
92	chr1	20436298	20483850	354	W	contig_31060	0	47552	+
741	chr1	20483949	20509671	356	W	contig_31061	0	25722	+
92	chr1	20510885	20651098	358	W	contig_31062	0	140213	+
92	chr1	20651438	20855943	360	W	contig_31063	0	204505	+
11	chr1	20856120	20975239	362	W	contig_31064	0	119119	+
745	chr1	20975749	21065221	364	W	contig_31065	0	89472	+
93	chr1	21065485	21163276	366	W	contig_31066	0	97791	+
746	chr1	21164096	21196736	368	W	contig_31067	0	32640	+
93	chr1	21196737	21329277	370	W	contig_31068	0	132540	+
747	chr1	21329278	21354414	372	W	contig_31069	0	25136	+
93	chr1	21354931	21413785	374	W	contig_31070	0	58854	+
748	chr1	21413968	21417057	376	W	contig_31071	0	3089	+
748	chr1	21417058	21454913	378	W	contig_31072	0	37855	+
748	chr1	21455642	21493714	380	W	contig_31073	0	38072	+
93	chr1	21494509	21501732	382	W	contig_31074	0	7223	+
749	chr1	21502439	21523132	384	W	contig_31075	0	20693	+
749	chr1	21523158	21564382	386	W	contig_31076	0	41224	+
749	chr1	21564579	21566022	388	W	contig_31077	0	1443	+
93	chr1	21566023	21782398	390	W	contig_31078	0	216375	+
11	chr1	21782670	22146024	392	W	contig_31079	0	363354	+
94	chr1	22146025	22509426	394	W	contig_31080	0	363401	+
94	chr1	22509780	22692696	396	W	contig_31081	0	182916	+
758	chr1	22692747	22707360	398	W	contig_31082	0	14613	+
94	chr1	22707362	22840439	400	W	contig_31083	0	133077	+
94	chr1	22840741	23042750	402	W	contig_31084	0	202009	+
11	chr1	23044526	23068778	404	W	contig_31085	0	24252	+
95	chr1	23069061	23327344	406	W	contig_31086	0	258283	+
762	chr1	23327854	23328897	408	W	contig_31087	0	1043	+
95	chr1	23329770	23376127	410	W	contig_31088	0	46357	+
763	chr1	23376128	23377489	412	W	contig_31089	0	1361	+
763	chr1	23378094	23434336	414	W	contig_31090	0	56242	+
95	chr1	23435186	23526124	416	W	contig_31091	0	90938	+
764	chr1	23526760	23563584	418	W	contig_31092	0	36824	+
95	chr1	23566135	23634801	420	W	contig_31093	0	68666	+
765	chr1	23634866	23645456	422	W	contig_31094	0	10590	+
95	chr1	23645708	23837896	424	W	contig_31095	0	192188	+
766	chr1	23838883	23839676	426	W	contig_31096	0	793	+
95	chr1	23840312	23877049	428	W	contig_31097	0	36737	+
767	chr1	23877560	23946798	430	W	contig_31098	0	69238	+
767	chr1	23968120	23984331	432	W	contig_31099	0	16211	+
95	chr1	23984437	24071172	434	W	contig_31100	0	86735	+
768	chr1	24071254	24078820	436	W	contig_31101	0	7566	+
11	chr1	24078920	24150249	438	W	contig_31102	0	71329	+
769	chr1	24150493	24216586	440	W	contig_31103	0	66093	+
96	chr1	24216918	24249494	442	W	contig_31104	0	32576	+
770	chr1	24250820	24324531	444	W	contig_31105	0	73711	+
770	chr1	24324944	24350350	446	W	contig_31106	0	25406	+
96	chr1	24350414	24481687	448	W	contig_31107	0	131273	+
96	chr1	24482110	25005645	450	W	contig_31108	0	523535	+
96	chr1	25005646	25091505	452	W	contig_31109	0	85859	+
1	chr1	25091784	25334724	454	W	contig_31110	0	242940	+
97	chr1	25335174	25521027	456	W	contig_31111	0	185853	+
97	chr1	25521056	25717191	458	W	contig_31112	0	196135	+
97	chr1	25717284	25824196	460	W	contig_31113	0	106912	+
782	chr1	25824199	25880528	462	W	contig_31114	0	56329	+
782	chr1	25881417	25906112	464	W	contig_31115	0	24695	+
782	chr1	25906557	25907611	466	W	contig_31116	0	1054	+
782	chr1	25908627	25935827	468	W	contig_31117	0	27200	+
97	chr1	25936714	25989578	470	W	contig_31118	0	52864	+
783	chr1	25989776	25992936	472	W	contig_31119	0	3160	+
783	chr1	25992946	26054863	474	W	contig_31120	0	61917	+
97	chr1	26055010	26102792	476	W	contig_31121	0	47782	+
12	chr1	26103142	26274196	478	W	contig_31122	0	171054	+
98	chr1	26274941	26576748	480	W	contig_31123	0	301807	+
98	chr1	26577103	26666423	482	W	contig_31124	0	89320	+
788	chr1	26666673	26674726	484	W	contig_31125	0	8053	+
98	chr1	26674727	26784075	486	W	contig_31126	0	109348	+
789	chr1	26784076	26847648	488	W	contig_31127	0	63572	+
98	chr1	26849017	26875156	490	W	contig_31128	0	26139	+
790	chr1	26875801	26877265	492	W	contig_31129	0	1464	+
790	chr1	26878592	26887159	494	W	contig_31130	0	8567	+
790	chr1	26887160	26890311	496	W	contig_31131	0	3151	+
790	chr1	26890690	26897639	498	W	contig_31132	0	6949	+
790	chr1	26897640	26960072	500	W	contig_31133	0	62432	+
98	chr1	26963926	27001734	502	W	contig_31134	0	37808	+
791	chr1	27002278	27064133	504	W	contig_31135	0	61855	+
791	chr1	27066002	27075419	506	W	contig_31136	0	9417	+
791	chr1	27075420	27079594	508	W	contig_31137	0	4174	+
791	chr1	27079595	27103437	510	W	contig_31138	0	23842	+
791	chr1	27103519	27105040	512	W	contig_31139	0	1521	+
791	chr1	27105600	27109005	514	W	contig_31140	0	3405	+
98	chr1	27109069	27134729	516	W	contig_31141	0	25660	+
12	chr1	27146479	27316726	518	W	contig_31142	0	170247	+
99	chr1	27316727	27441816	520	W	contig_31143	0	125089	+
794	chr1	27442371	27444901	522	W	contig_31144	0	2530	+
99	chr1	27446474	27533387	524	W	contig_31145	0	86913	+
795	chr1	27534214	27535343	526	W	contig_31146	0	1129	+
795	chr1	27536051	27573284	528	W	contig_31147	0	37233	+
795	chr1	27573631	27575663	530	W	contig_31148	0	2032	+
795	chr1	27576913	27579821	532	W	contig_31149	0	2908	+
795	chr1	27579931	27581081	534	W	contig_31150	0	1150	+
99	chr1	27581143	27711600	536	W	contig_31151	0	130457	+
796	chr1	27712080	27745505	538	W	contig_31152	0	33425	+
796	chr1	27745733	27769351	540	W	contig_31153	0	23618	+
99	chr1	27769693	27823372	542	W	contig_31154	0	53679	+
797	chr1	27823373	27868433	544	W	contig_31155	0	45060	+
99	chr1	27868623	27941880	546	W	contig_31156	0	73257	+
798	chr1	27942744	27961533	548	W	contig_31157	0	18789	+
99	chr1	27962579	28057460	550	W	contig_31158	0	94881	+
799	chr1	28057461	28156763	552	W	contig_31159	0	99302	+
799	chr1	28158112	28159141	554	W	contig_31160	0	1029	+
99	chr1	28159580	28192218	556	W	contig_31161	0	32638	+
800	chr1	28192219	28195442	558	W	contig_31162	0	3223	+
800	chr1	28195842	28245150	560	W	contig_31163	0	49308	+
800	chr1	28245151	28299889	562	W	contig_31164	0	54738	+
12	chr1	28299917	28469623	564	W	contig_31165	0	169706	+
100	chr1	28469624	28595251	566	W	contig_31166	0	125627	+
803	chr1	28595291	28647164	568	W	contig_31167	0	51873	+
803	chr1	28647283	28665227	570	W	contig_31168	0	17944	+
100	chr1	28665228	28774087	572	W	contig_31169	0	108859	+
804	chr1	28774158	28778051	574	W	contig_31170	0	3893	+
804	chr1	28778314	28780393	576	W	contig_31171	0	2079	+
804	chr1	28785706	28787825	578	W	contig_31172	0	2119	+
100	chr1	28789766	28855465	580	W	contig_31173	0	65699	+
100	chr1	28855485	29180233	582	W	contig_31174	0	324748	+
807	chr1	29180623	29182823	584	W	contig_31175	0	2200	+
12	chr1	29183127	29375843	586	W	contig_31176	0	192716	+
101	chr1	29377512	29627656	588	W	contig_31177	0	250144	+
101	chr1	29627908	29991686	590	W	contig_31178	0	363778	+
101	chr1	29991907	30091491	592	W	contig_31179	0	99584	+
814	chr1	30092096	30130262	594	W	contig_31180	0	38166	+
12	chr1	30130670	30910513	596	W	contig_31181	0	779843	+
102	chr1	30910532	30946791	598	W	contig_31182	0	36259	+
821	chr1	30946873	30990040	600	W	contig_31183	0	43167	+
102	chr1	30990048	31237206	602	W	contig_31184	0	247158	+
12	chr1	31237237	31552400	604	W	contig_31185	0	315163	+
103	chr1	31552625	31858906	606	W	contig_31186	0	306281	+
828	chr1	31859266	31881026	608	W	contig_31187	0	21760	+
828	chr1	31881027	31919810	610	W	contig_31188	0	38783	+
103	chr1	31920088	32114147	612	W	contig_31189	0	194059	+
830	chr1	32114338	32116341	614	W	contig_31190	0	2003	+
830	chr1	32116406	32144687	616	W	contig_31191	0	28281	+
830	chr1	32144699	32190125	618	W	contig_31192	0	45426	+
103	chr1	32190202	32269163	620	W	contig_31193	0	78961	+
831	chr1	32269656	32334482	622	W	contig_31194	0	64826	+
103	chr1	32334598	32389838	624	W	contig_31195	0	55240	+
832	chr1	32389964	32468495	626	W	contig_31196	0	78531	+
832	chr1	32468673	32501447	628	W	contig_31197	0	32774	+
12	chr1	32501473	32556516	630	W	contig_31198	0	55043	+
833	chr1	32556517	32558652	632	W	contig_31199	0	2135	+
104	chr1	32559360	32731715	634	W	contig_31200	0	172355	+
104	chr1	32731717	33268818	636	W	contig_31201	0	537101	+
104	chr1	33269888	33374577	638	W	contig_31202	0	104689	+
104	chr1	33374867	33478588	640	W	contig_31203	0	103721	+
840	chr1	33478589	33482551	642	W	contig_31204	0	3962	+
840	chr1	33486634	33525348	644	W	contig_31205	0	38714	+
1	chr1	33525653	33709729	646	W	contig_31206	0	184076	+
842	chr1	33709917	33759365	648	W	contig_31207	0	49448	+
105	chr1	33759489	33882592	650	W	contig_31208	0	123103	+
105	chr1	33882593	34018969	652	W	contig_31209	0	136376	+
105	chr1	34019752	34081115	654	W	contig_31210	0	61363	+
845	chr1	34081116	34141012	656	W	contig_31211	0	59896	+
845	chr1	34141192	34166257	658	W	contig_31212	0	25065	+
105	chr1	34166340	34267514	660	W	contig_31213	0	101174	+
846	chr1	34268240	34298875	662	W	contig_31214	0	30635	+
846	chr1	34299269	34308389	664	W	contig_31215	0	9120	+
846	chr1	34308435	34323710	666	W	contig_31216	0	15275	+
105	chr1	34323711	34374903	668	W	contig_31217	0	51192	+
847	chr1	34375813	34414945	670	W	contig_31218	0	39132	+
13	chr1	34415024	34638936	672	W	contig_31219	0	223912	+
106	chr1	34639035	34915956	674	W	contig_31220	0	276921	+
106	chr1	34916225	35020400	676	W	contig_31221	0	104175	+
852	chr1	35020401	35072582	678	W	contig_31222	0	52181	+
106	chr1	35072583	35246813	680	W	contig_31223	0	174230	+
106	chr1	35246814	35328548	682	W	contig_31224	0	81734	+
854	chr1	35328686	35331000	684	W	contig_31225	0	2314	+
106	chr1	35331013	35551136	686	W	contig_31226	0	220123	+
13	chr1	35551167	35882561	688	W	contig_31227	0	331394	+
858	chr1	35883263	35913232	690	W	contig_31228	0	29969	+
107	chr1	35913348	35915348	692	W	contig_31229	0	2000	+
859	chr1	35915395	36044460	694	W	contig_31230	0	129065	+
107	chr1	36044576	36124004	696	W	contig_31231	0	79428	+
107	chr1	36124243	36359197	698	W	contig_31232	0	234954	+
862	chr1	36359198	36401827	700	W	contig_31233	0	42629	+
862	chr1	36401857	36405526	702	W	contig_31234	0	3669	+
862	chr1	36405642	36408984	704	W	contig_31235	0	3342	+
862	chr1	36409366	36434237	706	W	contig_31236	0	24871	+
107	chr1	36434238	36442100	708	W	contig_31237	0	7862	+
863	chr1	36442556	36478312	710	W	contig_31238	0	35756	+
863	chr1	36481758	36483816	712	W	contig_31239	0	2058	+
107	chr1	36484416	36593153	714	W	contig_31240	0	108737	+
864	chr1	36593887	36649846	716	W	contig_31241	0	55959	+
13	chr1	36650562	36712408	718	W	contig_31242	0	61846	+
108	chr1	36712462	37011920	720	W	contig_31243	0	299458	+
108	chr1	37012267	37416457	722	W	contig_31244	0	404190	+
108	chr1	37416694	37602436	724	W	contig_31245	0	185742	+
108	chr1	37602437	37651301	726	W	contig_31246	0	48864	+
13	chr1	37651302	37966087	728	W	contig_31247	0	314785	+
109	chr1	37966260	38088083	730	W	contig_31248	0	121823	+
875	chr1	38088898	38131309	732	W	contig_31249	0	42411	+
109	chr1	38131310	38263610	734	W	contig_31250	0	132300	+
109	chr1	38263682	38274153	736	W	contig_31251	0	10471	+
877	chr1	38274296	38395669	738	W	contig_31252	0	121373	+
109	chr1	38396089	38421471	740	W	contig_31253	0	25382	+
109	chr1	38421472	38571194	742	W	contig_31254	0	149722	+
879	chr1	38571712	38601962	744	W	contig_31255	0	30250	+
879	chr1	38601963	38652353	746	W	contig_31256	0	50390	+
109	chr1	38652505	38769848	748	W	contig_31257	0	117343	+
13	chr1	38770354	38903092	750	W	contig_31258	0	132738	+
110	chr1	38903093	38976386	752	W	contig_31259	0	73293	+
882	chr1	38976859	38977945	754	W	contig_31260	0	1086	+
110	chr1	38977995	39438430	756	W	contig_31261	0	460435	+
13	chr1	39438431	40007849	758	W	contig_31262	0	569418	+
890	chr1	40009162	40068010	760	W	contig_31263	0	58848	+
111	chr1	40068331	40159261	762	W	contig_31264	0	90930	+
111	chr1	40159446	40528907	764	W	contig_31265	0	369461	+
111	chr1	40528916	40716684	766	W	contig_31266	0	187768	+
895	chr1	40717018	40719091	768	W	contig_31267	0	2073	+
895	chr1	40720156	40737917	770	W	contig_31268	0	17761	+
111	chr1	40739133	40834531	772	W	contig_31269	0	95398	+
13	chr1	40834532	41065483	774	W	contig_31270	0	230951	+
112	chr1	41065484	41312714	776	W	contig_31271	0	247230	+
112	chr1	41313422	41436379	778	W	contig_31272	0	122957	+
112	chr1	41436453	41554569	780	W	contig_31273	0	118116	+
902	chr1	41555925	41560633	782	W	contig_31274	0	4708	+
902	chr1	41560681	41640948	784	W	contig_31275	0	80267	+
112	chr1	41640949	41871701	786	W	contig_31276	0	230752	+
1	chr1	41871857	42322665	788	W	contig_31277	0	450808	+
113	chr1	42323146	42340324	790	W	contig_31278	0	17178	+
908	chr1	42340541	42346994	792	W	contig_31279	0	6453	+
908	chr1	42347188	42350307	794	W	contig_31280	0	3119	+
908	chr1	42350361	42454488	796	W	contig_31281	0	104127	+
113	chr1	42454489	42543917	798	W	contig_31282	0	89428	+
113	chr1	42543918	42635040	800	W	contig_31283	0	91122	+
113	chr1	42635157	42844971	802	W	contig_31284	0	209814	+
14	chr1	42845178	43166312	804	W	contig_31285	0	321134	+
914	chr1	43166612	43243639	806	W	contig_31286	0	77027	+
114	chr1	43243695	43293518	808	W	contig_31287	0	49823	+
915	chr1	43293813	43312110	810	W	contig_31288	0	18297	+
915	chr1	43312111	43313279	812	W	contig_31289	0	1168	+
114	chr1	43313722	43390965	814	W	contig_31290	0	77243	+
916	chr1	43390966	43397315	816	W	contig_31291	0	6349	+
916	chr1	43398156	43513965	818	W	contig_31292	0	115809	+
114	chr1	43513966	43633925	820	W	contig_31293	0	119959	+
114	chr1	43634334	43674900	822	W	contig_31294	0	40566	+
918	chr1	43675004	43747621	824	W	contig_31295	0	72617	+
114	chr1	43747622	43794042	826	W	contig_31296	0	46420	+
114	chr1	43794096	43999462	828	W	contig_31297	0	205366	+
14	chr1	44000217	44120180	830	W	contig_31298	0	119963	+
115	chr1	44120293	44354113	832	W	contig_31299	0	233820	+
923	chr1	44354959	44407431	834	W	contig_31300	0	52472	+
115	chr1	44407529	44694351	836	W	contig_31301	0	286822	+
115	chr1	44694519	44787274	838	W	contig_31302	0	92755	+
115	chr1	44788180	44881564	840	W	contig_31303	0	93384	+
927	chr1	44881864	44883788	842	W	contig_31304	0	1924	+
115	chr1	44883789	45040142	844	W	contig_31305	0	156353	+
928	chr1	45040538	45083487	846	W	contig_31306	0	42949	+
14	chr1	45083757	45398411	848	W	contig_31307	0	314654	+
931	chr1	45403432	45405949	850	W	contig_31308	0	2517	+
931	chr1	45406637	45471281	852	W	contig_31309	0	64644	+
116	chr1	45471282	45757954	854	W	contig_31310	0	286672	+
116	chr1	45757955	45995961	856	W	contig_31311	0	238006	+
14	chr1	45996125	46194267	858	W	contig_31312	0	198142	+
937	chr1	46194413	46249240	860	W	contig_31313	0	54827	+
117	chr1	46249274	46827174	862	W	contig_31314	0	577900	+
117	chr1	46827405	46993280	864	W	contig_31315	0	165875	+
117	chr1	46993281	47119212	866	W	contig_31316	0	125931	+
944	chr1	47119213	47161946	868	W	contig_31317	0	42733	+
14	chr1	47161981	47303806	870	W	contig_31318	0	141825	+
118	chr1	47303808	47411753	872	W	contig_31319	0	107945	+
118	chr1	47412994	47600555	874	W	contig_31320	0	187561	+
118	chr1	47601251	47826960	876	W	contig_31321	0	225709	+
118	chr1	47827829	47854633	878	W	contig_31322	0	26804	+
950	chr1	47854634	47859929	880	W	contig_31323	0	5295	+
950	chr1	47860000	47941318	882	W	contig_31324	0	81318	+
118	chr1	47941358	47999310	884	W	contig_31325	0	57952	+
14	chr1	47999424	49327888	886	W	contig_31326	0	1328464	+
120	chr1	49328181	49414428	888	W	contig_31327	0	86247	+
962	chr1	49414429	49415611	890	W	contig_31328	0	1182	+
962	chr1	49415760	49416306	892	W	contig_31329	0	546	+
120	chr1	49417311	49652646	894	W	contig_31330	0	235335	+
120	chr1	49652810	49803292	896	W	contig_31331	0	150482	+
120	chr1	49803293	49855706	898	W	contig_31332	0	52413	+
