#bin	chrom	chromStart	chromEnd	ix	type	frag	fragStart	fragEnd	strand
73	chrUn_JH373233	631886	774480	23	W	AAEX03018533.1	0	142594	+
73	chrUn_JH373233	774789	878624	25	W	AAEX03018534.1	0	103835	+
73	chrUn_JH373233	878921	942728	27	W	AAEX03018535.1	0	63807	+
592	chrUn_JH373233	963607	1046327	29	W	AAEX03018536.1	0	82720	+
9	chrUn_JH373233	1047248	1050733	31	W	AAEX03018537.1	0	3485	+
593	chrUn_JH373233	1057161	1059127	33	W	AAEX03018538.1	0	1966	+
593	chrUn_JH373233	1067566	1070104	35	W	AAEX03018539.1	0	2538	+
593	chrUn_JH373233	1070376	1119528	37	W	AAEX03018540.1	0	49152	+
593	chrUn_JH373233	1120531	1139267	39	W	AAEX03018541.1	0	18736	+
74	chrUn_JH373233	1139435	1210641	41	W	AAEX03018542.1	0	71206	+
74	chrUn_JH373233	1210721	1351864	43	W	AAEX03018543.1	0	141143	+
595	chrUn_JH373233	1352098	1353220	45	W	AAEX03018544.1	0	1122	+
595	chrUn_JH373233	1353967	1426926	47	W	AAEX03018545.1	0	72959	+
74	chrUn_JH373233	1427125	1456260	49	W	AAEX03018546.1	0	29135	+
596	chrUn_JH373233	1459459	1468118	51	W	AAEX03018547.1	0	8659	+
74	chrUn_JH373233	1468638	1612522	53	W	AAEX03018548.1	0	143884	+
74	chrUn_JH373233	1612568	1798571	55	W	AAEX03018549.1	0	186003	+
598	chrUn_JH373233	1798581	1802622	57	W	AAEX03018550.1	0	4041	+
598	chrUn_JH373233	1807287	1810754	59	W	AAEX03018551.1	0	3467	+
598	chrUn_JH373233	1810764	1832579	61	W	AAEX03018552.1	0	21815	+
74	chrUn_JH373233	1832723	1900753	63	W	AAEX03018553.1	0	68030	+
74	chrUn_JH373233	1900963	2037478	65	W	AAEX03018554.1	0	136515	+
600	chrUn_JH373233	2041134	2044540	67	W	AAEX03018555.1	0	3406	+
9	chrUn_JH373233	2044550	2172326	69	W	AAEX03018556.1	0	127776	+
601	chrUn_JH373233	2172383	2175784	71	W	AAEX03018557.1	0	3401	+
601	chrUn_JH373233	2175976	2205504	73	W	AAEX03018558.1	0	29528	+
75	chrUn_JH373233	2205514	2291278	75	W	AAEX03018559.1	0	85764	+
75	chrUn_JH373233	2291727	2488023	77	W	AAEX03018560.1	0	196296	+
604	chrUn_JH373233	2493396	2567771	79	W	AAEX03018561.1	0	74375	+
604	chrUn_JH373233	2567824	2581062	81	W	AAEX03018562.1	0	13238	+
604	chrUn_JH373233	2581342	2598173	83	W	AAEX03018563.1	0	16831	+
604	chrUn_JH373233	2598704	2609056	85	W	AAEX03018564.1	0	10352	+
604	chrUn_JH373233	2609145	2615900	87	W	AAEX03018565.1	0	6755	+
604	chrUn_JH373233	2616196	2618027	89	W	AAEX03018566.1	0	1831	+
75	chrUn_JH373233	2618661	2621517	91	W	AAEX03018567.1	0	2856	+
605	chrUn_JH373233	2622057	2651745	93	W	AAEX03018568.1	0	29688	+
605	chrUn_JH373233	2651755	2660953	95	W	AAEX03018569.1	0	9198	+
9	chrUn_JH373234	970930	1477085	25	W	AAEX03018582.1	0	506155	+
73	chrUn_JH373234	117644	189451	3	W	AAEX03018571.1	0	71807	+
73	chrUn_JH373234	317890	487915	7	W	AAEX03018573.1	0	170025	+
73	chrUn_JH373234	508136	607275	9	W	AAEX03018574.1	0	99139	+
73	chrUn_JH373234	771374	970920	23	W	AAEX03018581.1	0	199546	+
74	chrUn_JH373234	1478465	1676265	27	W	AAEX03018583.1	0	197800	+
74	chrUn_JH373234	1676696	1881673	29	W	AAEX03018584.1	0	204977	+
585	chrUn_JH373234	0	117432	1	W	AAEX03018570.1	0	117432	+
586	chrUn_JH373234	189916	192269	5	W	AAEX03018572.1	0	2353	+
589	chrUn_JH373234	608923	611269	11	W	AAEX03018575.1	0	2346	+
590	chrUn_JH373234	659582	663204	13	W	AAEX03018576.1	0	3622	+
590	chrUn_JH373234	663898	665872	15	W	AAEX03018577.1	0	1974	+
590	chrUn_JH373234	666156	760669	17	W	AAEX03018578.1	0	94513	+
590	chrUn_JH373234	760909	766300	19	W	AAEX03018579.1	0	5391	+
590	chrUn_JH373234	767444	771235	21	W	AAEX03018580.1	0	3791	+
73	chrUn_JH373235	121378	733551	9	W	AAEX03018589.1	0	612173	+
73	chrUn_JH373235	733769	792662	11	W	AAEX03018590.1	0	58893	+
73	chrUn_JH373235	857821	1001259	15	W	AAEX03018592.1	0	143438	+
74	chrUn_JH373235	1097485	1264473	17	W	AAEX03018593.1	0	166988	+
74	chrUn_JH373235	1264956	1345608	19	W	AAEX03018594.1	0	80652	+
585	chrUn_JH373235	0	36290	1	W	AAEX03018585.1	0	36290	+
585	chrUn_JH373235	36552	71937	3	W	AAEX03018586.1	0	35385	+
585	chrUn_JH373235	71970	113831	5	W	AAEX03018587.1	0	41861	+
585	chrUn_JH373235	113922	121202	7	W	AAEX03018588.1	0	7280	+
591	chrUn_JH373235	806923	856259	13	W	AAEX03018591.1	0	49336	+
595	chrUn_JH373235	1345671	1368611	21	W	AAEX03018595.1	0	22940	+
595	chrUn_JH373235	1368651	1374541	23	W	AAEX03018596.1	0	5890	+
595	chrUn_JH373235	1375604	1385783	25	W	AAEX03018597.1	0	10179	+
595	chrUn_JH373235	1386328	1415205	27	W	AAEX03018598.1	0	28877	+
9	chrUn_JH373236	1042020	1067467	39	W	AAEX03018618.1	0	25447	+
73	chrUn_JH373236	67176	132345	7	W	AAEX03018602.1	0	65169	+
73	chrUn_JH373236	256157	282600	13	W	AAEX03018605.1	0	26443	+
73	chrUn_JH373236	514693	598980	19	W	AAEX03018608.1	0	84287	+
73	chrUn_JH373236	598990	732337	21	W	AAEX03018609.1	0	133347	+
73	chrUn_JH373236	732347	833749	23	W	AAEX03018610.1	0	101402	+
73	chrUn_JH373236	882529	953488	29	W	AAEX03018613.1	0	70959	+
585	chrUn_JH373236	0	25979	1	W	AAEX03018599.1	0	25979	+
585	chrUn_JH373236	26026	26808	3	W	AAEX03018600.1	0	782	+
585	chrUn_JH373236	27833	67063	5	W	AAEX03018601.1	0	39230	+
586	chrUn_JH373236	132474	133650	9	W	AAEX03018603.1	0	1176	+
586	chrUn_JH373236	134131	255620	11	W	AAEX03018604.1	0	121489	+
587	chrUn_JH373236	282924	314777	15	W	AAEX03018606.1	0	31853	+
588	chrUn_JH373236	434893	514617	17	W	AAEX03018607.1	0	79724	+
591	chrUn_JH373236	834045	862095	25	W	AAEX03018611.1	0	28050	+
591	chrUn_JH373236	862156	863554	27	W	AAEX03018612.1	0	1398	+
592	chrUn_JH373236	953716	962320	31	W	AAEX03018614.1	0	8604	+
592	chrUn_JH373236	965347	997632	33	W	AAEX03018615.1	0	32285	+
592	chrUn_JH373236	999288	1039409	35	W	AAEX03018616.1	0	40121	+
592	chrUn_JH373236	1039442	1041043	37	W	AAEX03018617.1	0	1601	+
73	chrUn_JH373237	57186	702625	3	W	AAEX03018620.1	0	645439	+
73	chrUn_JH373237	702823	788623	5	W	AAEX03018621.1	0	85800	+
585	chrUn_JH373237	0	56041	1	W	AAEX03018619.1	0	56041	+
591	chrUn_JH373237	789131	795556	7	W	AAEX03018622.1	0	6425	+
591	chrUn_JH373237	795576	855650	9	W	AAEX03018623.1	0	60074	+
591	chrUn_JH373237	856811	859531	11	W	AAEX03018624.1	0	2720	+
591	chrUn_JH373237	859740	866315	13	W	AAEX03018625.1	0	6575	+
73	chrUn_JH373238	13453	150999	3	W	AAEX03018627.1	0	137546	+
73	chrUn_JH373238	151563	279043	5	W	AAEX03018628.1	0	127480	+
73	chrUn_JH373238	391152	416375	11	W	AAEX03018631.1	0	25223	+
73	chrUn_JH373238	460983	633978	21	W	AAEX03018636.1	0	172995	+
73	chrUn_JH373238	645156	726884	29	W	AAEX03018640.1	0	81728	+
585	chrUn_JH373238	0	13443	1	W	AAEX03018626.1	0	13443	+
587	chrUn_JH373238	296089	389826	7	W	AAEX03018629.1	0	93737	+
587	chrUn_JH373238	390049	390998	9	W	AAEX03018630.1	0	949	+
588	chrUn_JH373238	416386	418761	13	W	AAEX03018632.1	0	2375	+
588	chrUn_JH373238	418825	442606	15	W	AAEX03018633.1	0	23781	+
588	chrUn_JH373238	442773	456943	17	W	AAEX03018634.1	0	14170	+
588	chrUn_JH373238	457925	460973	19	W	AAEX03018635.1	0	3048	+
589	chrUn_JH373238	633988	636638	23	W	AAEX03018637.1	0	2650	+
589	chrUn_JH373238	637756	639303	25	W	AAEX03018638.1	0	1547	+
589	chrUn_JH373238	642587	644376	27	W	AAEX03018639.1	0	1789	+
590	chrUn_JH373238	753164	781111	31	W	AAEX03018641.1	0	27947	+
591	chrUn_JH373238	790278	843402	33	W	AAEX03018642.1	0	53124	+
591	chrUn_JH373238	843578	849863	35	W	AAEX03018643.1	0	6285	+
591	chrUn_JH373238	850037	858264	37	W	AAEX03018644.1	0	8227	+
591	chrUn_JH373238	858544	881102	39	W	AAEX03018645.1	0	22558	+
73	chrUn_JH373239	126153	227772	7	W	AAEX03018649.1	0	101619	+
73	chrUn_JH373239	247805	315449	11	W	AAEX03018651.1	0	67644	+
73	chrUn_JH373239	364131	406633	29	W	AAEX03018660.1	0	42502	+
73	chrUn_JH373239	411269	531787	31	W	AAEX03018661.1	0	120518	+
73	chrUn_JH373239	588155	705946	41	W	AAEX03018666.1	0	117791	+
73	chrUn_JH373239	716713	789044	45	W	AAEX03018668.1	0	72331	+
585	chrUn_JH373239	0	62519	1	W	AAEX03018646.1	0	62519	+
585	chrUn_JH373239	62661	86203	3	W	AAEX03018647.1	0	23542	+
585	chrUn_JH373239	86290	124805	5	W	AAEX03018648.1	0	38515	+
586	chrUn_JH373239	228875	246925	9	W	AAEX03018650.1	0	18050	+
587	chrUn_JH373239	316228	317432	13	W	AAEX03018652.1	0	1204	+
587	chrUn_JH373239	318483	319999	15	W	AAEX03018653.1	0	1516	+
587	chrUn_JH373239	326800	344180	17	W	AAEX03018654.1	0	17380	+
587	chrUn_JH373239	344344	348434	19	W	AAEX03018655.1	0	4090	+
587	chrUn_JH373239	349308	350157	21	W	AAEX03018656.1	0	849	+
587	chrUn_JH373239	350287	355064	23	W	AAEX03018657.1	0	4777	+
587	chrUn_JH373239	355387	358822	25	W	AAEX03018658.1	0	3435	+
587	chrUn_JH373239	359086	361651	27	W	AAEX03018659.1	0	2565	+
589	chrUn_JH373239	536023	539006	33	W	AAEX03018662.1	0	2983	+
589	chrUn_JH373239	539719	541523	35	W	AAEX03018663.1	0	1804	+
589	chrUn_JH373239	544931	547986	37	W	AAEX03018664.1	0	3055	+
589	chrUn_JH373239	548187	588145	39	W	AAEX03018665.1	0	39958	+
590	chrUn_JH373239	706435	716485	43	W	AAEX03018667.1	0	10050	+
591	chrUn_JH373239	789688	793005	47	W	AAEX03018669.1	0	3317	+
591	chrUn_JH373239	793047	795500	49	W	AAEX03018670.1	0	2453	+
591	chrUn_JH373239	808329	822601	51	W	AAEX03018671.1	0	14272	+
73	chrUn_JH373240	121890	164741	9	W	AAEX03018676.1	0	42851	+
73	chrUn_JH373240	164751	295505	11	W	AAEX03018677.1	0	130754	+
73	chrUn_JH373240	370181	412863	15	W	AAEX03018679.1	0	42682	+
73	chrUn_JH373240	416517	712820	19	W	AAEX03018681.1	0	296303	+
585	chrUn_JH373240	0	30978	1	W	AAEX03018672.1	0	30978	+
585	chrUn_JH373240	30988	60562	3	W	AAEX03018673.1	0	29574	+
585	chrUn_JH373240	60605	82098	5	W	AAEX03018674.1	0	21493	+
585	chrUn_JH373240	82108	121880	7	W	AAEX03018675.1	0	39772	+
587	chrUn_JH373240	296434	370171	13	W	AAEX03018678.1	0	73737	+
588	chrUn_JH373240	413546	416507	17	W	AAEX03018680.1	0	2961	+
590	chrUn_JH373240	712930	741967	21	W	AAEX03018682.1	0	29037	+
73	chrUn_JH373241	113548	134827	5	W	AAEX03018685.1	0	21279	+
73	chrUn_JH373241	259423	342889	7	W	AAEX03018686.1	0	83466	+
73	chrUn_JH373241	364865	406347	13	W	AAEX03018689.1	0	41482	+
73	chrUn_JH373241	460829	527269	19	W	AAEX03018692.1	0	66440	+
73	chrUn_JH373241	612113	673369	27	W	AAEX03018696.1	0	61256	+
585	chrUn_JH373241	0	98518	1	W	AAEX03018683.1	0	98518	+
585	chrUn_JH373241	98769	113538	3	W	AAEX03018684.1	0	14769	+
587	chrUn_JH373241	342966	346492	9	W	AAEX03018687.1	0	3526	+
587	chrUn_JH373241	346502	363158	11	W	AAEX03018688.1	0	16656	+
588	chrUn_JH373241	406651	409032	15	W	AAEX03018690.1	0	2381	+
588	chrUn_JH373241	409628	460394	17	W	AAEX03018691.1	0	50766	+
589	chrUn_JH373241	527466	539377	21	W	AAEX03018693.1	0	11911	+
589	chrUn_JH373241	539756	543813	23	W	AAEX03018694.1	0	4057	+
589	chrUn_JH373241	544024	611542	25	W	AAEX03018695.1	0	67518	+
590	chrUn_JH373241	673684	677849	29	W	AAEX03018697.1	0	4165	+
590	chrUn_JH373241	677859	728674	31	W	AAEX03018698.1	0	50815	+
590	chrUn_JH373241	728774	745551	33	W	AAEX03018699.1	0	16777	+
73	chrUn_JH373242	0	155580	1	W	AAEX03018700.1	0	155580	+
73	chrUn_JH373242	157345	364768	3	W	AAEX03018701.1	0	207423	+
73	chrUn_JH373242	364970	442688	5	W	AAEX03018702.1	0	77718	+
73	chrUn_JH373242	443247	551068	7	W	AAEX03018703.1	0	107821	+
589	chrUn_JH373242	551784	554913	9	W	AAEX03018704.1	0	3129	+
589	chrUn_JH373242	554971	575630	11	W	AAEX03018705.1	0	20659	+
589	chrUn_JH373242	576273	602611	13	W	AAEX03018706.1	0	26338	+
73	chrUn_JH373243	96066	207377	11	W	AAEX03018712.1	0	111311	+
73	chrUn_JH373243	261062	314786	25	W	AAEX03018719.1	0	53724	+
73	chrUn_JH373243	340540	402466	35	W	AAEX03018724.1	0	61926	+
73	chrUn_JH373243	491652	526989	49	W	AAEX03018731.1	0	35337	+
585	chrUn_JH373243	0	31348	1	W	AAEX03018707.1	0	31348	+
585	chrUn_JH373243	31578	68443	3	W	AAEX03018708.1	0	36865	+
585	chrUn_JH373243	68468	86179	5	W	AAEX03018709.1	0	17711	+
585	chrUn_JH373243	86268	88402	7	W	AAEX03018710.1	0	2134	+
585	chrUn_JH373243	88412	95575	9	W	AAEX03018711.1	0	7163	+
586	chrUn_JH373243	208232	218090	13	W	AAEX03018713.1	0	9858	+
586	chrUn_JH373243	219265	232394	15	W	AAEX03018714.1	0	13129	+
586	chrUn_JH373243	232800	236149	17	W	AAEX03018715.1	0	3349	+
586	chrUn_JH373243	236614	243705	19	W	AAEX03018716.1	0	7091	+
586	chrUn_JH373243	243715	252604	21	W	AAEX03018717.1	0	8889	+
586	chrUn_JH373243	252951	260490	23	W	AAEX03018718.1	0	7539	+
587	chrUn_JH373243	315194	316375	27	W	AAEX03018720.1	0	1181	+
587	chrUn_JH373243	316385	318567	29	W	AAEX03018721.1	0	2182	+
587	chrUn_JH373243	320605	321912	31	W	AAEX03018722.1	0	1307	+
587	chrUn_JH373243	321922	340530	33	W	AAEX03018723.1	0	18608	+
588	chrUn_JH373243	402588	404143	37	W	AAEX03018725.1	0	1555	+
588	chrUn_JH373243	405096	431285	39	W	AAEX03018726.1	0	26189	+
588	chrUn_JH373243	431388	450471	41	W	AAEX03018727.1	0	19083	+
588	chrUn_JH373243	451116	465626	43	W	AAEX03018728.1	0	14510	+
588	chrUn_JH373243	465741	470413	45	W	AAEX03018729.1	0	4672	+
588	chrUn_JH373243	471903	491176	47	W	AAEX03018730.1	0	19273	+
589	chrUn_JH373243	526999	573630	51	W	AAEX03018732.1	0	46631	+
73	chrUn_JH373244	34335	162706	7	W	AAEX03018736.1	0	128371	+
73	chrUn_JH373244	361255	426343	23	W	AAEX03018744.1	0	65088	+
73	chrUn_JH373244	436689	666183	27	W	AAEX03018746.1	0	229494	+
585	chrUn_JH373244	0	11371	1	W	AAEX03018733.1	0	11371	+
585	chrUn_JH373244	11398	14477	3	W	AAEX03018734.1	0	3079	+
585	chrUn_JH373244	14511	34268	5	W	AAEX03018735.1	0	19757	+
586	chrUn_JH373244	162716	215131	9	W	AAEX03018737.1	0	52415	+
586	chrUn_JH373244	215188	220736	11	W	AAEX03018738.1	0	5548	+
586	chrUn_JH373244	220787	232010	13	W	AAEX03018739.1	0	11223	+
586	chrUn_JH373244	232020	237857	15	W	AAEX03018740.1	0	5837	+
586	chrUn_JH373244	237867	242336	17	W	AAEX03018741.1	0	4469	+
586	chrUn_JH373244	243672	246009	19	W	AAEX03018742.1	0	2337	+
586	chrUn_JH373244	246019	256302	21	W	AAEX03018743.1	0	10283	+
588	chrUn_JH373244	429355	435840	25	W	AAEX03018745.1	0	6485	+
73	chrUn_JH373245	87694	156309	11	W	AAEX03018752.1	0	68615	+
73	chrUn_JH373245	350517	500671	25	W	AAEX03018759.1	0	150154	+
73	chrUn_JH373245	500926	557017	27	W	AAEX03018760.1	0	56091	+
585	chrUn_JH373245	0	26478	1	W	AAEX03018747.1	0	26478	+
585	chrUn_JH373245	26738	45953	3	W	AAEX03018748.1	0	19215	+
585	chrUn_JH373245	46642	49447	5	W	AAEX03018749.1	0	2805	+
585	chrUn_JH373245	58561	59263	7	W	AAEX03018750.1	0	702	+
585	chrUn_JH373245	60680	87673	9	W	AAEX03018751.1	0	26993	+
586	chrUn_JH373245	156728	248242	13	W	AAEX03018753.1	0	91514	+
586	chrUn_JH373245	250099	251685	15	W	AAEX03018754.1	0	1586	+
586	chrUn_JH373245	254029	255317	17	W	AAEX03018755.1	0	1288	+
587	chrUn_JH373245	270833	288743	19	W	AAEX03018756.1	0	17910	+
587	chrUn_JH373245	288753	329556	21	W	AAEX03018757.1	0	40803	+
587	chrUn_JH373245	329566	350312	23	W	AAEX03018758.1	0	20746	+
73	chrUn_JH373246	118050	165353	9	W	AAEX03018765.1	0	47303	+
73	chrUn_JH373246	165406	270713	11	W	AAEX03018766.1	0	105307	+
73	chrUn_JH373246	352449	510604	17	W	AAEX03018769.1	0	158155	+
585	chrUn_JH373246	0	42654	1	W	AAEX03018761.1	0	42654	+
585	chrUn_JH373246	42980	84355	3	W	AAEX03018762.1	0	41375	+
585	chrUn_JH373246	84400	104034	5	W	AAEX03018763.1	0	19634	+
585	chrUn_JH373246	104064	117213	7	W	AAEX03018764.1	0	13149	+
587	chrUn_JH373246	270750	291082	13	W	AAEX03018767.1	0	20332	+
587	chrUn_JH373246	291155	352439	15	W	AAEX03018768.1	0	61284	+
73	chrUn_JH373247	65710	159658	3	W	AAEX03018771.1	0	93948	+
73	chrUn_JH373247	232312	306040	13	W	AAEX03018776.1	0	73728	+
73	chrUn_JH373247	367458	497093	17	W	AAEX03018778.1	0	129635	+
585	chrUn_JH373247	0	65292	1	W	AAEX03018770.1	0	65292	+
586	chrUn_JH373247	159911	168964	5	W	AAEX03018772.1	0	9053	+
586	chrUn_JH373247	176216	215360	7	W	AAEX03018773.1	0	39144	+
586	chrUn_JH373247	215370	223346	9	W	AAEX03018774.1	0	7976	+
586	chrUn_JH373247	224294	231963	11	W	AAEX03018775.1	0	7669	+
587	chrUn_JH373247	306050	367055	15	W	AAEX03018777.1	0	61005	+
73	chrUn_JH373248	92993	257189	3	W	AAEX03018780.1	0	164196	+
73	chrUn_JH373248	355652	420179	15	W	AAEX03018786.1	0	64527	+
585	chrUn_JH373248	0	92216	1	W	AAEX03018779.1	0	92216	+
586	chrUn_JH373248	257614	259748	5	W	AAEX03018781.1	0	2134	+
587	chrUn_JH373248	263001	265245	7	W	AAEX03018782.1	0	2244	+
587	chrUn_JH373248	266804	268487	9	W	AAEX03018783.1	0	1683	+
587	chrUn_JH373248	274623	352679	11	W	AAEX03018784.1	0	78056	+
587	chrUn_JH373248	352888	354917	13	W	AAEX03018785.1	0	2029	+
588	chrUn_JH373248	431080	434424	17	W	AAEX03018787.1	0	3344	+
588	chrUn_JH373248	434707	492630	19	W	AAEX03018788.1	0	57923	+
73	chrUn_JH373249	75208	137316	5	W	AAEX03018791.1	0	62108	+
73	chrUn_JH373249	137564	294993	7	W	AAEX03018792.1	0	157429	+
73	chrUn_JH373249	482171	555247	21	W	AAEX03018799.1	0	73076	+
585	chrUn_JH373249	0	29224	1	W	AAEX03018789.1	0	29224	+
585	chrUn_JH373249	29235	75077	3	W	AAEX03018790.1	0	45842	+
587	chrUn_JH373249	295432	297039	9	W	AAEX03018793.1	0	1607	+
588	chrUn_JH373249	400054	402734	11	W	AAEX03018794.1	0	2680	+
588	chrUn_JH373249	403365	423959	13	W	AAEX03018795.1	0	20594	+
588	chrUn_JH373249	424405	442632	15	W	AAEX03018796.1	0	18227	+
588	chrUn_JH373249	442831	447246	17	W	AAEX03018797.1	0	4415	+
588	chrUn_JH373249	447432	460199	19	W	AAEX03018798.1	0	12767	+
589	chrUn_JH373249	555257	577062	23	W	AAEX03018800.1	0	21805	+
73	chrUn_JH373250	25065	156704	3	W	AAEX03018802.1	0	131639	+
73	chrUn_JH373250	223691	265794	15	W	AAEX03018808.1	0	42103	+
73	chrUn_JH373250	348223	407611	25	W	AAEX03018813.1	0	59388	+
73	chrUn_JH373250	520152	529731	33	W	AAEX03018817.1	0	9579	+
585	chrUn_JH373250	0	24838	1	W	AAEX03018801.1	0	24838	+
586	chrUn_JH373250	156773	173792	5	W	AAEX03018803.1	0	17019	+
586	chrUn_JH373250	174192	176873	7	W	AAEX03018804.1	0	2681	+
586	chrUn_JH373250	178772	180685	9	W	AAEX03018805.1	0	1913	+
586	chrUn_JH373250	181073	209938	11	W	AAEX03018806.1	0	28865	+
