chr - hsX X 0 153692391 chrx
band hs1 q25.3 q25.3 177500000 183000000 gneg
band hs1 q31.1 q31.1 183000000 188000000 gpos100
band hs1 q31.2 q31.2 188000000 191000000 gneg
band hs1 q31.3 q31.3 191000000 195900000 gpos100
band hs1 q32.1 q32.1 195900000 204300000 gneg
band hs1 q32.2 q32.2 204300000 208500000 gpos25
band hs1 q32.3 q32.3 208500000 211600000 gneg
band hs1 q41 q41 211600000 220500000 gpos100
band hs1 q42.11 q42.11 220500000 221400000 gneg
band hs1 q42.12 q42.12 221400000 224000000 gpos25
band hs1 q42.13 q42.13 224000000 227700000 gneg
band hs1 q42.2 q42.2 227700000 231800000 gpos50
band hs1 q42.3 q42.3 231800000 233600000 gneg
band hs1 q43 q43 233600000 240000000 gpos75
band hs1 q44 q44 240000000 246127941 gneg
band hs10 p15.3 p15.3 0 3000000 gneg
band hs10 p15.2 p15.2 3000000 3800000 gpos25
band hs10 p15.1 p15.1 3800000 6600000 gneg
band hs10 p14 p14 6600000 12200000 gpos75
band hs10 p13 p13 12200000 17300000 gneg
band hs10 p12.33 p12.33 17300000 18600000 gpos75
band hs10 p12.32 p12.32 18600000 18700000 gneg
band hs10 p12.31 p12.31 18700000 22600000 gpos75
band hs10 p12.2 p12.2 22600000 24600000 gneg
band hs10 p12.1 p12.1 24600000 29600000 gpos50
band hs10 p11.23 p11.23 29600000 31300000 gneg
band hs10 p11.22 p11.22 31300000 34500000 gpos25
band hs10 p11.21 p11.21 34500000 38300000 gneg
band hs10 p11.1 p11.1 38300000 40300000 acen
band hs10 q11.1 q11.1 40300000 41800000 acen
band hs10 q11.21 q11.21 41800000 45500000 gneg
band hs10 q11.22 q11.22 45500000 49200000 gpos25
band hs10 q11.23 q11.23 49200000 52200000 gneg
band hs10 q21.1 q21.1 52200000 60500000 gpos100
band hs10 q21.2 q21.2 60500000 63800000 gneg
band hs10 q21.3 q21.3 63800000 70000000 gpos100
band hs10 q22.1 q22.1 70000000 74200000 gneg
band hs10 q22.2 q22.2 74200000 77300000 gpos50
band hs10 q22.3 q22.3 77300000 82600000 gneg
band hs10 q23.1 q23.1 82600000 86500000 gpos100
band hs10 q23.2 q23.2 86500000 88700000 gneg
band hs10 q23.31 q23.31 88700000 92600000 gpos75
band hs10 q23.32 q23.32 92600000 93800000 gneg
band hs10 q23.33 q23.33 93800000 96700000 gpos50
band hs10 q24.1 q24.1 96700000 99000000 gneg
band hs10 q24.2 q24.2 99000000 101600000 gpos50
band hs10 q24.31 q24.31 101600000 102600000 gneg
band hs10 q24.32 q24.32 102600000 104500000 gpos25
band hs10 q24.33 q24.33 104500000 105400000 gneg
band hs10 q25.1 q25.1 105400000 111500000 gpos100
band hs10 q25.2 q25.2 111500000 114600000 gneg
band hs10 q25.3 q25.3 114600000 118400000 gpos75
band hs10 q26.11 q26.11 118400000 121200000 gneg
band hs10 q26.12 q26.12 121200000 122800000 gpos50
band hs10 q26.13 q26.13 122800000 127100000 gneg
band hs10 q26.2 q26.2 127100000 130200000 gpos50
band hs10 q26.3 q26.3 130200000 135037215 gneg
band hs11 p15.5 p15.5 0 2800000 gneg
band hs11 p15.4 p15.4 2800000 11700000 gpos50
band hs11 p15.3 p15.3 11700000 13800000 gneg
band hs11 p15.2 p15.2 13800000 16800000 gpos50
band hs11 p15.1 p15.1 16800000 21800000 gneg
band hs11 p14.3 p14.3 21800000 26100000 gpos100
band hs11 p14.2 p14.2 26100000 27200000 gneg
band hs11 p14.1 p14.1 27200000 31000000 gpos75
band hs11 p13 p13 31000000 36400000 gneg
band hs11 p12 p12 36400000 43300000 gpos100
band hs11 p11.2 p11.2 43300000 48800000 gneg
band hs11 p11.12 p11.12 48800000 51600000 gpos75
band hs11 p11.11 p11.11 51600000 53100000 acen
band hs11 q11 q11 53100000 56700000 acen
band hs11 q12.1 q12.1 56700000 59800000 gpos75
band hs11 q12.2 q12.2 59800000 61500000 gneg
band hs11 q12.3 q12.3 61500000 63100000 gpos25
band hs11 q13.1 q13.1 63100000 65700000 gneg
band hs11 q13.2 q13.2 65700000 68300000 gpos25
band hs11 q13.3 q13.3 68300000 70100000 gneg
band hs11 q13.4 q13.4 70100000 75000000 gpos50
band hs11 q13.5 q13.5 75000000 77500000 gneg
band hs11 q14.1 q14.1 77500000 85300000 gpos100
band hs11 q14.2 q14.2 85300000 88000000 gneg
band hs11 q14.3 q14.3 88000000 92500000 gpos100
band hs11 q21 q21 92500000 97000000 gneg
band hs11 q22.1 q22.1 97000000 101900000 gpos100
band hs11 q22.2 q22.2 101900000 102500000 gneg
band hs11 q22.3 q22.3 102500000 110000000 gpos100
band hs11 q23.1 q23.1 110000000 112800000 gneg
band hs11 q23.2 q23.2 112800000 114500000 gpos50
band hs11 q23.3 q23.3 114500000 121300000 gneg
band hs11 q24.1 q24.1 121300000 123800000 gpos50
band hs11 q24.2 q24.2 123800000 127400000 gneg
band hs11 q24.3 q24.3 127400000 130100000 gpos50
band hs11 q25 q25 130100000 134482954 gneg
band hs12 p13.33 p13.33 0 3100000 gneg
band hs12 p13.32 p13.32 3100000 5300000 gpos25
band hs12 p13.31 p13.31 5300000 10100000 gneg
band hs12 p13.2 p13.2 10100000 12900000 gpos75
band hs12 p13.1 p13.1 12900000 14700000 gneg
band hs12 p12.3 p12.3 14700000 19900000 gpos100
band hs12 p12.2 p12.2 19900000 21200000 gneg
band hs12 p12.1 p12.1 21200000 26400000 gpos100
band hs12 p11.23 p11.23 26400000 27700000 gneg
band hs12 p11.22 p11.22 27700000 30600000 gpos50
band hs12 p11.21 p11.21 30600000 33200000 gneg
band hs12 p11.1 p11.1 33200000 35400000 acen
band hs12 q11 q11 35400000 36500000 acen
band hs12 q12 q12 36500000 44700000 gpos100
band hs12 q13.11 q13.11 44700000 47500000 gneg
band hs12 q13.12 q13.12 47500000 49800000 gpos25
band hs12 q13.13 q13.13 49800000 53100000 gneg
band hs12 q13.2 q13.2 53100000 54900000 gpos25
band hs12 q13.3 q13.3 54900000 56400000 gneg
band hs12 q14.1 q14.1 56400000 61400000 gpos75
band hs12 q14.2 q14.2 61400000 63300000 gneg
band hs12 q14.3 q14.3 63300000 66100000 gpos50
band hs12 q15 q15 66100000 70100000 gneg
band hs12 q21.1 q21.1 70100000 74200000 gpos75
band hs12 q21.2 q21.2 74200000 78800000 gneg
band hs12 q21.31 q21.31 78800000 85200000 gpos100
band hs12 q21.32 q21.32 85200000 87500000 gneg
band hs12 q21.33 q21.33 87500000 91200000 gpos100
band hs12 q22 q22 91200000 94700000 gneg
band hs12 q23.1 q23.1 94700000 100100000 gpos75
band hs12 q23.2 q23.2 100100000 102400000 gneg
band hs12 q23.3 q23.3 102400000 107500000 gpos50
band hs12 q24.11 q24.11 107500000 110200000 gneg
band hs12 q24.12 q24.12 110200000 110800000 gpos25
band hs12 q24.13 q24.13 110800000 112800000 gneg
band hs12 q24.21 q24.21 112800000 115200000 gpos50
band hs12 q24.22 q24.22 115200000 116500000 gneg
band hs12 q24.23 q24.23 116500000 119100000 gpos50
band hs12 q24.31 q24.31 119100000 125000000 gneg
band hs12 q24.32 q24.32 125000000 127900000 gpos50
band hs12 q24.33 q24.33 127900000 132078379 gneg
band hs13 p13 p13 0 3500000 gvar
band hs13 p12 p12 3500000 7700000 stalk
band hs13 p11.2 p11.2 7700000 12600000 gvar
band hs13 p11.1 p11.1 12600000 15000000 acen
band hs13 q11 q11 15000000 17300000 acen
band hs13 q12.11 q12.11 17300000 21000000 gneg
band hs13 q12.12 q12.12 21000000 23300000 gpos25
band hs13 q12.13 q12.13 23300000 25500000 gneg
band hs13 q12.2 q12.2 25500000 26700000 gpos25
band hs13 q12.3 q12.3 26700000 30000000 gneg
band hs13 q13.1 q13.1 30000000 31800000 gpos50
band hs13 q13.2 q13.2 31800000 33400000 gneg
band hs13 q13.3 q13.3 33400000 37900000 gpos75
band hs13 q14.11 q14.11 37900000 43000000 gneg
band hs13 q14.12 q14.12 43000000 43600000 gpos25
band hs13 q14.13 q14.13 43600000 45100000 gneg
band hs13 q14.2 q14.2 45100000 48700000 gpos50
band hs13 q14.3 q14.3 48700000 53000000 gneg
band hs13 q21.1 q21.1 53000000 57300000 gpos100
band hs13 q21.2 q21.2 57300000 60000000 gneg
band hs13 q21.31 q21.31 60000000 63400000 gpos75
band hs13 q21.32 q21.32 63400000 66300000 gneg
band hs13 q21.33 q21.33 66300000 71000000 gpos100
band hs13 q22.1 q22.1 71000000 73000000 gneg
band hs13 q22.2 q22.2 73000000 74900000 gpos50
band hs13 q22.3 q22.3 74900000 76800000 gneg
band hs13 q31.1 q31.1 76800000 85400000 gpos100
band hs13 q31.2 q31.2 85400000 87700000 gneg
band hs13 q31.3 q31.3 87700000 92700000 gpos100
band hs13 q32.1 q32.1 92700000 95900000 gneg
band hs13 q32.2 q32.2 95900000 97000000 gpos25
band hs13 q32.3 q32.3 97000000 99400000 gneg
band hs13 q33.1 q33.1 99400000 102600000 gpos100
band hs13 q33.2 q33.2 102600000 104800000 gneg
band hs13 q33.3 q33.3 104800000 108000000 gpos100
band hs13 q34 q34 108000000 113042980 gneg
band hs14 p13 p13 0 3100000 gvar
band hs14 p12 p12 3100000 6700000 stalk
band hs14 p11.2 p11.2 6700000 13600000 gvar
band hs14 p11.1 p11.1 13600000 15600000 acen
band hs14 q11.1 q11.1 15600000 18000000 acen
band hs14 q11.2 q11.2 18000000 23200000 gneg
band hs14 q12 q12 23200000 31300000 gpos100
band hs14 q13.1 q13.1 31300000 33200000 gneg
band hs14 q13.2 q13.2 33200000 34300000 gpos50
band hs14 q13.3 q13.3 34300000 35800000 gneg
band hs14 q21.1 q21.1 35800000 41500000 gpos100
band hs14 q21.2 q21.2 41500000 45200000 gneg
band hs14 q21.3 q21.3 45200000 49000000 gpos100
band hs14 q22.1 q22.1 49000000 52200000 gneg
band hs14 q22.2 q22.2 52200000 53500000 gpos25
band hs14 q22.3 q22.3 53500000 56100000 gneg
band hs14 q23.1 q23.1 56100000 60100000 gpos75
band hs14 q23.2 q23.2 60100000 62900000 gneg
band hs14 q23.3 q23.3 62900000 65900000 gpos50
band hs14 q24.1 q24.1 65900000 68200000 gneg
band hs14 q24.2 q24.2 68200000 71800000 gpos50
band hs14 q24.3 q24.3 71800000 77300000 gneg
band hs14 q31.1 q31.1 77300000 81300000 gpos100
band hs14 q31.2 q31.2 81300000 82400000 gneg
band hs14 q31.3 q31.3 82400000 87000000 gpos100
band hs14 q32.11 q32.11 87000000 89500000 gneg
band hs14 q32.12 q32.12 89500000 92700000 gpos25
band hs14 q32.13 q32.13 92700000 94300000 gneg
band hs14 q32.2 q32.2 94300000 99300000 gpos50
band hs14 q32.31 q32.31 99300000 100400000 gneg
band hs14 q32.32 q32.32 100400000 102100000 gpos50
band hs14 q32.33 q32.33 102100000 105311216 gneg
band hs15 p13 p13 0 3500000 gvar
band hs15 p12 p12 3500000 7900000 stalk
band hs15 p11.2 p11.2 7900000 14100000 gvar
band hs15 p11.1 p11.1 14100000 17000000 acen
band hs15 q11.1 q11.1 17000000 18200000 acen
band hs15 q11.2 q11.2 18200000 23000000 gneg
band hs15 q12 q12 23000000 25700000 gpos50
band hs15 q13.1 q13.1 25700000 28000000 gneg
band hs15 q13.2 q13.2 28000000 28900000 gpos50
band hs15 q13.3 q13.3 28900000 31400000 gneg
band hs15 q14 q14 31400000 37800000 gpos75
band hs15 q15.1 q15.1 37800000 40600000 gneg
band hs15 q15.2 q15.2 40600000 41300000 gpos25
band hs15 q15.3 q15.3 41300000 42600000 gneg
band hs15 q21.1 q21.1 42600000 47400000 gpos75
band hs15 q21.2 q21.2 47400000 50600000 gneg
band hs15 q21.3 q21.3 50600000 56900000 gpos75
band hs15 q22.1 q22.1 56900000 57000000 gneg
band hs15 q22.2 q22.2 57000000 61400000 gpos25
band hs15 q22.31 q22.31 61400000 64900000 gneg
band hs15 q22.32 q22.32 64900000 65000000 gpos25
band hs15 q22.33 q22.33 65000000 65200000 gneg
band hs15 q23 q23 65200000 70400000 gpos25
band hs15 q24.1 q24.1 70400000 73000000 gneg
band hs15 q24.2 q24.2 73000000 74300000 gpos25
band hs15 q24.3 q24.3 74300000 76000000 gneg
band hs15 q25.1 q25.1 76000000 79500000 gpos50
band hs15 q25.2 q25.2 79500000 82900000 gneg
band hs15 q25.3 q25.3 82900000 86800000 gpos50
band hs15 q26.1 q26.1 86800000 92000000 gneg
band hs15 q26.2 q26.2 92000000 96200000 gpos50
band hs15 q26.3 q26.3 96200000 100256656 gneg
band hs16 p13.3 p13.3 0 6400000 gneg
band hs16 p13.2 p13.2 6400000 10400000 gpos50
band hs16 p13.13 p13.13 10400000 12600000 gneg
band hs16 p13.12 p13.12 12600000 14800000 gpos50
band hs16 p13.11 p13.11 14800000 16700000 gneg
band hs16 p12.3 p12.3 16700000 21200000 gpos50
band hs16 p12.2 p12.2 21200000 24200000 gneg
band hs16 p12.1 p12.1 24200000 28700000 gpos50
band hs16 p11.2 p11.2 28700000 35700000 gneg
band hs16 p11.1 p11.1 35700000 39400000 acen
band hs16 q11.1 q11.1 39400000 41900000 acen
band hs16 q11.2 q11.2 41900000 46800000 gvar
band hs16 q12.1 q12.1 46800000 52300000 gneg
band hs16 q12.2 q12.2 52300000 56500000 gpos50
band hs16 q13 q13 56500000 57900000 gneg
band hs16 q21 q21 57900000 65100000 gpos100
band hs16 q22.1 q22.1 65100000 70600000 gneg
band hs16 q22.2 q22.2 70600000 72700000 gpos50
band hs16 q22.3 q22.3 72700000 75100000 gneg
band hs16 q23.1 q23.1 75100000 79800000 gpos75
band hs16 q23.2 q23.2 79800000 81800000 gneg
band hs16 q23.3 q23.3 81800000 83900000 gpos50
band hs16 q24.1 q24.1 83900000 86800000 gneg
band hs16 q24.2 q24.2 86800000 88500000 gpos25
band hs16 q24.3 q24.3 88500000 90041932 gneg
band hs17 p13.3 p13.3 0 3300000 gneg
band hs17 p13.2 p13.2 3300000 6600000 gpos50
band hs17 p13.1 p13.1 6600000 10900000 gneg
band hs17 p12 p12 10900000 16200000 gpos75
band hs17 p11.2 p11.2 16200000 22400000 gneg
band hs17 p11.1 p11.1 22400000 24000000 acen
band hs17 q11.1 q11.1 24000000 25900000 acen
band hs17 q11.2 q11.2 25900000 33400000 gneg
band hs17 q12 q12 33400000 38300000 gpos50
band hs17 q21.1 q21.1 38300000 38700000 gneg
band hs17 q21.2 q21.2 38700000 41300000 gpos25
band hs17 q21.31 q21.31 41300000 45400000 gneg
band hs17 q21.32 q21.32 45400000 48000000 gpos25
band hs17 q21.33 q21.33 48000000 50600000 gneg
band hs17 q22 q22 50600000 54100000 gpos75
band hs17 q23.1 q23.1 54100000 54400000 gneg
band hs17 q23.2 q23.2 54400000 60600000 gpos75
band hs17 q23.3 q23.3 60600000 63000000 gneg
band hs17 q24.1 q24.1 63000000 64700000 gpos50
band hs17 q24.2 q24.2 64700000 67700000 gneg
band hs17 q24.3 q24.3 67700000 71500000 gpos75
band hs17 q25.1 q25.1 71500000 75400000 gneg
band hs17 q25.2 q25.2 75400000 75900000 gpos25
band hs17 q25.3 q25.3 75900000 81860266 gneg
band hs18 p11.32 p11.32 0 2900000 gneg
band hs18 p11.31 p11.31 2900000 7100000 gpos50
band hs18 p11.23 p11.23 7100000 8400000 gneg
band hs18 p11.22 p11.22 8400000 10800000 gpos25
band hs18 p11.21 p11.21 10800000 15300000 gneg
band hs18 p11.1 p11.1 15300000 16000000 acen
band hs18 q11.1 q11.1 16000000 17300000 acen
band hs18 q11.2 q11.2 17300000 23300000 gneg
band hs18 q12.1 q12.1 23300000 31000000 gpos100
band hs18 q12.2 q12.2 31000000 35400000 gneg
band hs18 q12.3 q12.3 35400000 41700000 gpos75
band hs18 q21.1 q21.1 41700000 48400000 gneg
band hs18 q21.2 q21.2 48400000 52500000 gpos75
band hs18 q21.31 q21.31 52500000 54600000 gneg
band hs18 q21.32 q21.32 54600000 57100000 gpos50
band hs18 q21.33 q21.33 57100000 59800000 gneg
band hs18 q22.1 q22.1 59800000 64900000 gpos100
band hs18 q22.2 q22.2 64900000 66900000 gneg
band hs18 q22.3 q22.3 66900000 71300000 gpos25
band hs18 q23 q23 71300000 76115139 gneg
band hs19 p13.3 p13.3 0 6900000 gneg
band hs19 p13.2 p13.2 6900000 13800000 gpos25
band hs19 p13.13 p13.13 13800000 14400000 gneg
band hs19 p13.12 p13.12 14400000 16700000 gpos25
band hs19 p13.11 p13.11 16700000 23500000 gneg
band hs19 p12 p12 23500000 26700000 gvar
band hs19 p11 p11 26700000 28500000 acen
band hs19 q11 q11 28500000 30200000 acen
band hs19 q12 q12 30200000 37100000 gvar
band hs19 q13.11 q13.11 37100000 39900000 gneg
band hs19 q13.12 q13.12 39900000 42200000 gpos25
band hs19 q13.13 q13.13 42200000 43400000 gneg
band hs19 q13.2 q13.2 43400000 48100000 gpos25
band hs19 q13.31 q13.31 48100000 49800000 gneg
band hs19 q13.32 q13.32 49800000 52700000 gpos25
band hs19 q13.33 q13.33 52700000 56000000 gneg
band hs19 q13.41 q13.41 56000000 58400000 gpos25
band hs19 q13.42 q13.42 58400000 61100000 gneg
band hs19 q13.43 q13.43 61100000 63811651 gpos25
band hs2 p25.3 p25.3 0 3900000 gneg
band hs2 p25.2 p25.2 3900000 7100000 gpos50
band hs2 p25.1 p25.1 7100000 12200000 gneg
band hs2 p24.3 p24.3 12200000 16700000 gpos75
band hs2 p24.2 p24.2 16700000 19200000 gneg
band hs2 p24.1 p24.1 19200000 24100000 gpos75
band hs2 p23.3 p23.3 24100000 27900000 gneg
band hs2 p23.2 p23.2 27900000 30000000 gpos25
band hs2 p23.1 p23.1 30000000 32000000 gneg
band hs2 p22.3 p22.3 32000000 36500000 gpos75
band hs2 p22.2 p22.2 36500000 38500000 gneg
band hs2 p22.1 p22.1 38500000 41700000 gpos50
band hs2 p21 p21 41700000 47700000 gneg
band hs2 p16.3 p16.3 47700000 52900000 gpos100
band hs2 p16.2 p16.2 52900000 55000000 gneg
band hs2 p16.1 p16.1 55000000 61200000 gpos100
band hs2 p15 p15 61200000 64100000 gneg
band hs2 p14 p14 64100000 68600000 gpos50
band hs2 p13.3 p13.3 68600000 71500000 gneg
band hs2 p13.2 p13.2 71500000 73500000 gpos50
band hs2 p13.1 p13.1 73500000 75000000 gneg
band hs2 p12 p12 75000000 83300000 gpos100
band hs2 p11.2 p11.2 83300000 91400000 gneg
band hs2 p11.1 p11.1 91400000 93500000 acen
band hs2 q11.1 q11.1 93500000 96300000 acen
band hs2 q11.2 q11.2 96300000 102800000 gneg
band hs2 q12.1 q12.1 102800000 105700000 gpos50
band hs2 q12.2 q12.2 105700000 107100000 gneg
band hs2 q12.3 q12.3 107100000 110100000 gpos25
band hs2 q13 q13 110100000 114500000 gneg
band hs2 q14.1 q14.1 114500000 118900000 gpos50
band hs2 q14.2 q14.2 118900000 122400000 gneg
band hs2 q14.3 q14.3 122400000 130000000 gpos50
band hs2 q21.1 q21.1 130000000 132700000 gneg
band hs2 q21.2 q21.2 132700000 135300000 gpos25
band hs2 q21.3 q21.3 135300000 137800000 gneg
band hs2 q22.1 q22.1 137800000 142800000 gpos100
band hs2 q22.2 q22.2 142800000 144300000 gneg
band hs2 q22.3 q22.3 144300000 148900000 gpos100
band hs2 q23.1 q23.1 148900000 150100000 gneg
band hs2 q23.2 q23.2 150100000 150700000 gpos25
band hs2 q23.3 q23.3 150700000 155000000 gneg
band hs2 q24.1 q24.1 155000000 160000000 gpos75
band hs2 q24.2 q24.2 160000000 164000000 gneg
band hs2 q24.3 q24.3 164000000 170000000 gpos75
band hs2 q31.1 q31.1 170000000 178200000 gneg
band hs2 q31.2 q31.2 178200000 180800000 gpos50
band hs2 q31.3 q31.3 180800000 183300000 gneg
band hs2 q32.1 q32.1 183300000 189600000 gpos75
band hs2 q32.2 q32.2 189600000 192100000 gneg
band hs2 q32.3 q32.3 192100000 197600000 gpos75
band hs2 q33.1 q33.1 197600000 203500000 gneg
band hs2 q33.2 q33.2 203500000 205100000 gpos50
band hs2 q33.3 q33.3 205100000 209200000 gneg
band hs2 q34 q34 209200000 215500000 gpos100
band hs2 q35 q35 215500000 221800000 gneg
band hs2 q36.1 q36.1 221800000 225400000 gpos75
band hs2 q36.2 q36.2 225400000 226300000 gneg
band hs2 q36.3 q36.3 226300000 231200000 gpos100
band hs2 q37.1 q37.1 231200000 236000000 gneg
band hs2 q37.2 q37.2 236000000 237600000 gpos50
band hs2 q37.3 q37.3 237600000 243615958 gneg
band hs20 p13 p13 0 5000000 gneg
band hs20 p12.3 p12.3 5000000 9100000 gpos75
band hs20 p12.2 p12.2 9100000 11900000 gneg
band hs20 p12.1 p12.1 11900000 17800000 gpos75
band hs20 p11.23 p11.23 17800000 21300000 gneg
band hs20 p11.22 p11.22 21300000 22400000 gpos25
band hs20 p11.21 p11.21 22400000 25800000 gneg
band hs20 p11.1 p11.1 25800000 27800000 acen
band hs20 q11.1 q11.1 27800000 29700000 acen
band hs20 q11.21 q11.21 29700000 32700000 gneg
band hs20 q11.22 q11.22 32700000 35100000 gpos25
band hs20 q11.23 q11.23 35100000 38300000 gneg
band hs20 q12 q12 38300000 42400000 gpos75
band hs20 q13.11 q13.11 42400000 42800000 gneg
band hs20 q13.12 q13.12 42800000 47100000 gpos25
band hs20 q13.13 q13.13 47100000 50500000 gneg
band hs20 q13.2 q13.2 50500000 54800000 gpos75
band hs20 q13.31 q13.31 54800000 56600000 gneg
band hs20 q13.32 q13.32 56600000 58800000 gpos50
band hs20 q13.33 q13.33 58800000 63741868 gneg
band hs21 p13 p13 0 3000000 gvar
band hs21 p12 p12 3000000 6500000 stalk
band hs21 p11.2 p11.2 6500000 10100000 gvar
band hs21 p11.1 p11.1 10100000 12300000 acen
band hs21 q11.1 q11.1 12300000 13200000 acen
band hs21 q11.2 q11.2 13200000 15300000 gneg
band hs21 q21.1 q21.1 15300000 22900000 gpos100
band hs21 q21.2 q21.2 22900000 25800000 gneg
band hs21 q21.3 q21.3 25800000 30500000 gpos75
band hs21 q22.11 q22.11 30500000 34700000 gneg
band hs21 q22.12 q22.12 34700000 36700000 gpos50
band hs21 q22.13 q22.13 36700000 38600000 gneg
band hs21 q22.2 q22.2 38600000 41400000 gpos50
band hs21 q22.3 q22.3 41400000 46976097 gneg
band hs22 p13 p13 0 3000000 gvar
band hs22 p12 p12 3000000 6600000 stalk
band hs22 p11.2 p11.2 6600000 9600000 gvar
band hs22 p11.1 p11.1 9600000 11800000 acen
band hs22 q11.1 q11.1 11800000 16300000 acen
band hs22 q11.21 q11.21 16300000 20500000 gneg
band hs22 q11.22 q11.22 20500000 21800000 gpos25
band hs22 q11.23 q11.23 21800000 24300000 gneg
band hs22 q12.1 q12.1 24300000 27900000 gpos50
band hs22 q12.2 q12.2 27900000 30500000 gneg
band hs22 q12.3 q12.3 30500000 35800000 gpos50
band hs22 q13.1 q13.1 35800000 39200000 gneg
band hs22 q13.2 q13.2 39200000 42500000 gpos50
band hs22 q13.31 q13.31 42500000 46700000 gneg
band hs22 q13.32 q13.32 46700000 47700000 gpos50
band hs22 q13.33 q13.33 47700000 49396972 gneg
band hs3 p26.3 p26.3 0 2800000 gpos50
band hs3 p26.2 p26.2 2800000 4000000 gneg
band hs3 p26.1 p26.1 4000000 8200000 gpos50
band hs3 p25.3 p25.3 8200000 11800000 gneg
band hs3 p25.2 p25.2 11800000 13400000 gpos25
band hs3 p25.1 p25.1 13400000 16400000 gneg
band hs3 p24.3 p24.3 16400000 23800000 gpos100
band hs3 p24.2 p24.2 23800000 27000000 gneg
band hs3 p24.1 p24.1 27000000 32200000 gpos75
band hs3 p23 p23 32200000 35000000 gneg
band hs3 p22.3 p22.3 35000000 38200000 gpos50
band hs3 p22.2 p22.2 38200000 39900000 gneg
band hs3 p22.1 p22.1 39900000 43600000 gpos75
band hs3 p21.33 p21.33 43600000 44400000 gneg
band hs3 p21.32 p21.32 44400000 44700000 gpos50
band hs3 p21.31 p21.31 44700000 51400000 gneg
band hs3 p21.2 p21.2 51400000 52300000 gpos25
band hs3 p21.1 p21.1 52300000 54400000 gneg
band hs3 p14.3 p14.3 54400000 58500000 gpos50
band hs3 p14.2 p14.2 58500000 63700000 gneg
band hs3 p14.1 p14.1 63700000 69700000 gpos50
