chr - rn1 1 0 267910886 chr1
band rn14 p11 p11 31410307 49271071 gneg
band rn14 q11 q11 49271071 68671555 gpos
band rn14 q21 q21 68671555 94949460 gpos
band rn14 q22 q22 94949460 112194335 gneg
band rn15 p16 p16 0 14498477 gneg
band rn15 p15 p15 14498477 17183380 gpos
band rn15 p14 p14 17183380 31681858 gneg
band rn15 p13 p13 31681858 34366761 gneg
band rn15 p12 p12 34366761 47791278 gvar
band rn15 p11 p11 47791278 54235046 gneg
band rn15 q11 q11 54235046 60356625 gpos
band rn15 q12 q12 60356625 71848011 gneg
band rn15 q21 q21 71848011 86776073 gpos
band rn15 q22 q22 86776073 91716295 gneg
band rn15 q23 q23 91716295 99341421 gpos
band rn15 q24 q24 99341421 106214773 gneg
band rn15 q25 q25 106214773 109758846 gpos
band rn16 p16 p16 0 10244998 gneg
band rn16 p15 p15 10244998 12107726 gpos
band rn16 p14 p14 12107726 25043330 gneg
band rn16 p13 p13 25043330 29389694 gneg
band rn16 p12 p12 29389694 34977875 gvar
band rn16 p11 p11 34977875 42325298 gneg
band rn16 q11 q11 42325298 51535449 gpos
band rn16 q12.1 q12.1 51535449 58882872 gneg
band rn16 q12.2 q12.2 58882872 61780448 gpos
band rn16 q12.3 q12.3 61780448 69231356 gneg
band rn16 q12.4 q12.4 69231356 71818477 gpos
band rn16 q12.5 q12.5 71818477 90238779 gneg
band rn17 p14 p14 0 22957568 gneg
band rn17 p13 p13 22957568 25253325 gneg
band rn17 p12 p12 25253325 42744806 gvar
band rn17 p11 p11 42744806 48648181 gneg
band rn17 q11 q11 48648181 54442234 gpos
band rn17 q12.1 q12.1 54442234 73136254 gneg
band rn17 q12.2 q12.2 73136254 75869298 gpos
band rn17 q12.3 q12.3 75869298 97296363 gneg
band rn18 p13 p13 0 10604365 gneg
band rn18 p12 p12 10604365 27505073 gvar
band rn18 p11 p11 27505073 37336204 gneg
band rn18 q11 q11 37336204 51033510 gpos
band rn18 q12.1 q12.1 51033510 67602832 gneg
band rn18 q12.2 q12.2 67602832 71469007 gpos
band rn18 q12.3 q12.3 71469007 82846608 gneg
band rn18 q13 q13 82846608 87265094 gpos
band rn19 p14 p14 0 4060256 gneg
band rn19 p13 p13 4060256 10571989 gneg
band rn19 p12 p12 10571989 12257379 gvar
band rn19 p11 p11 12257379 22369717 gneg
band rn19 q11 q11 22369717 35469792 gpos
band rn19 q12 q12 35469792 59218465 gneg
band rn2 q11 q11 0 15886252 gpos
band rn2 q12 q12 15886252 34569380 gneg
band rn2 q13 q13 34569380 37030630 gpos
band rn2 q14 q14 37030630 47770632 gneg
band rn2 q15 q15 47770632 50903132 gpos
band rn2 q16 q16 50903132 63656884 gneg
band rn2 q21 q21 63656884 72830636 gpos
band rn2 q22 q22 72830636 84801263 gneg
band rn2 q23 q23 84801263 97555015 gpos
band rn2 q24 q24 97555015 117468768 gneg
band rn2 q25 q25 117468768 126642519 gpos
band rn2 q26 q26 126642519 145437522 gneg
band rn2 q31 q31 145437522 159310024 gpos
band rn2 q32 q32 159310024 171280651 gneg
band rn2 q33 q33 171280651 174525027 gpos
band rn2 q34 q34 174525027 205178781 gneg
band rn2 q41 q41 205178781 219051283 gneg
band rn2 q42 q42 219051283 227106285 gpos
band rn2 q43 q43 227106285 235049411 gneg
band rn2 q44 q44 235049411 246236913 gneg
band rn2 q45 q45 246236913 258207540 gvar
band rn20 p12 p12 0 15959251 gvar
band rn20 p11 p11 15959251 26670159 gneg
band rn20 q11 q11 26670159 38023721 gpos
band rn20 q12 q12 38023721 45735574 gneg
band rn20 q13 q13 45735574 55268282 gpos
band rn3 p13 p13 0 5305065 gneg
band rn3 p12 p12 5305065 11010513 gvar
band rn3 p11 p11 11010513 16315578 gneg
band rn3 q11 q11 16315578 21320357 gpos
band rn3 q12 q12 21320357 39137369 gneg
band rn3 q21 q21 39137369 54151705 gpos
band rn3 q22 q22 54151705 55853329 gneg
band rn3 q23 q23 55853329 60557821 gpos
band rn3 q24 q24 60557821 78374833 gneg
band rn3 q31 q31 78374833 88284295 gpos
band rn3 q32 q32 88284295 91187067 gneg
band rn3 q33 q33 91187067 96191846 gpos
band rn3 q34 q34 96191846 99695191 gneg
band rn3 q35 q35 99695191 112207137 gpos
band rn3 q36 q36 112207137 128222429 gneg
band rn3 q41 q41 128222429 145338772 gneg
band rn3 q42 q42 145338772 165658174 gpos
band rn3 q43 q43 165658174 171063335 gneg
band rn4 q11 q11 0 15612157 gpos
band rn4 q12 q12 15612157 25397242 gneg
band rn4 q13 q13 25397242 31993929 gpos
band rn4 q21 q21 31993929 46176804 gpos
band rn4 q22 q22 46176804 69595041 gneg
band rn4 q23 q23 69595041 72343661 gpos
band rn4 q24 q24 72343661 92683444 gneg
band rn4 q31 q31 92683444 102908308 gpos
band rn4 q32 q32 102908308 104447535 gneg
band rn4 q33 q33 104447535 112253614 gpos
band rn4 q34 q34 112253614 136991188 gneg
band rn4 q41 q41 136991188 146776273 gneg
band rn4 q42 q42 146776273 170194509 gpos
band rn4 q43 q43 170194509 174152521 gneg
band rn4 q44 q44 174152521 187126005 gneg
band rn5 q11 q11 0 12292177 gpos
band rn5 q12 q12 12292177 20226219 gneg
band rn5 q13 q13 20226219 34529844 gpos
band rn5 q21 q21 34529844 51627145 gpos
band rn5 q22 q22 51627145 66824746 gneg
band rn5 q23 q23 66824746 69618423 gpos
band rn5 q24 q24 69618423 85486507 gneg
band rn5 q31 q31 85486507 104595256 gpos
band rn5 q32 q32 104595256 112194056 gneg
band rn5 q33 q33 112194056 123257016 gpos
band rn5 q34 q34 123257016 128509128 gneg
band rn5 q35 q35 128509128 135213952 gpos
band rn5 q36 q36 135213952 173096209 gneg
band rn6 q11 q11 0 3920547 gpos
band rn6 q12 q12 3920547 21058941 gneg
band rn6 q13 q13 21058941 25091504 gpos
band rn6 q14 q14 25091504 36629115 gneg
band rn6 q15 q15 36629115 40661678 gpos
band rn6 q16 q16 40661678 55783790 gneg
band rn6 q21 q21 55783790 67769464 gpos
band rn6 q22 q22 67769464 72138074 gneg
band rn6 q23 q23 72138074 83787701 gpos
band rn6 q24 q24 83787701 107647034 gneg
band rn6 q31 q31 107647034 119632707 gpos
band rn6 q32 q32 119632707 139571492 gneg
band rn6 q33 q33 139571492 147636619 gpos
band rn7 q11 q11 0 15273239 gpos
band rn7 q12 q12 15273239 18101617 gneg
band rn7 q13 q13 18101617 41068044 gpos
band rn7 q21 q21 41068044 52268420 gpos
band rn7 q22 q22 52268420 76479334 gneg
band rn7 q31 q31 76479334 91752574 gpos
band rn7 q32 q32 91752574 94580951 gneg
band rn7 q33 q33 94580951 104649976 gpos
band rn7 q34 q34 104649976 128860890 gneg
band rn7 q35 q35 128860890 136101537 gpos
band rn7 q36 q36 136101537 143002779 gneg
band rn8 q11 q11 0 11874368 gpos
band rn8 q12 q12 11874368 16813265 gneg
band rn8 q13 q13 16813265 31735037 gpos
band rn8 q21 q21 31735037 40351836 gpos
band rn8 q22 q22 40351836 48968634 gneg
band rn8 q23 q23 48968634 54222779 gpos
band rn8 q24 q24 54222779 82279915 gneg
band rn8 q31 q31 82279915 106554067 gpos
band rn8 q32 q32 106554067 129041809 gneg
band rn9 q11 q11 0 7255483 gpos
band rn9 q12 q12 7255483 17060190 gneg
band rn9 q13 q13 17060190 28237556 gpos
band rn9 q21 q21 28237556 41866100 gpos
band rn9 q22 q22 41866100 52357136 gneg
band rn9 q31 q31 52357136 62063796 gpos
band rn9 q32 q32 62063796 70103656 gneg
band rn9 q33 q33 70103656 78535705 gpos
band rn9 q34 q34 78535705 83732200 gneg
band rn9 q35 q35 83732200 90007212 gpos
band rn9 q36 q36 90007212 101184578 gneg
band rn9 q37 q37 101184578 107459591 gpos
band rn9 q38 q38 107459591 113440463 gneg
band rnX q11 q11 0 7738332 gpos
band rnX q12 q12 7738332 21538359 gneg
band rnX q13 q13 21538359 29792580 gpos
band rnX q14 q14 29792580 39465496 gneg
band rnX q21 q21 39465496 59585161 gpos
band rnX q22 q22 59585161 81252493 gneg
band rnX q31 q31 81252493 100985241 gpos
band rnX q32 q32 100985241 112463768 gneg
band rnX q33 q33 112463768 115688074 gpos
band rnX q34 q34 115688074 122523601 gneg
band rnX q35 q35 122523601 135420822 gpos
band rnX q36 q36 135420822 149220849 gneg
band rnX q37 q37 149220849 160699376 gpos
