chr - mm1 1 0 195471971 chr1
band mm18 qe1 qe1 60749674 67921511 gneg
band mm18 qe2 qe2 67921511 75093347 gpos33
band mm18 qe3 qe3 75093347 83530802 gneg
band mm18 qe4 qe4 83530802 90702639 gpos33
band mm19 qa qa 0 16680094 gpos100
band mm19 qb qb 16680094 25630388 gneg
band mm19 qc1 qc1 25630388 34987514 gpos66
band mm19 qc2 qc2 34987514 38242166 gneg
band mm19 qc3 qc3 38242166 47599292 gpos66
band mm19 qd1 qd1 47599292 51667608 gneg
band mm19 qd2 qd2 51667608 58990576 gpos33
band mm19 qd3 qd3 58990576 61431566 gneg
band mm2 qa1 qa1 0 14080919 gpos100
band mm2 qa2 qa2 14080919 16427739 gneg
band mm2 qa3 qa3 16427739 29100566 gpos33
band mm2 qb qb 29100566 48344489 gneg
band mm2 qc1.1 qc1.1 48344489 60547953 gpos100
band mm2 qc1.2 qc1.2 60547953 61017317 gneg
band mm2 qc1.3 qc1.3 61017317 68527140 gpos100
band mm2 qc2 qc2 68527140 71812688 gneg
band mm2 qc3 qc3 71812688 81199968 gpos66
band mm2 qd qd 81199968 88709792 gneg
band mm2 qe1 qe1 88709792 101382619 gpos100
band mm2 qe2 qe2 101382619 105137531 gneg
band mm2 qe3 qe3 105137531 113116719 gpos33
band mm2 qe4 qe4 113116719 115932902 gneg
band mm2 qe5 qe5 115932902 123912090 gpos66
band mm2 qf1 qf1 123912090 131891278 gneg
band mm2 qf2 qf2 131891278 134707462 gpos33
band mm2 qf3 qf3 134707462 141278557 gneg
band mm2 qg1 qg1 141278557 146910925 gpos100
band mm2 qg2 qg2 146910925 147849653 gneg
band mm2 qg3 qg3 147849653 152543293 gpos100
band mm2 qh1 qh1 152543293 159114389 gneg
band mm2 qh2 qh2 159114389 163338664 gpos33
band mm2 qh3 qh3 163338664 173664672 gneg
band mm2 qh4 qh4 173664672 182113224 gpos33
band mm3 qa1 qa1 0 18541182 gpos100
band mm3 qa2 qa2 18541182 20492885 gneg
band mm3 qa3 qa3 20492885 35618587 gpos66
band mm3 qb qb 35618587 46840881 gneg
band mm3 qc qc 46840881 56599399 gpos100
band mm3 qd qd 56599399 60990731 gneg
band mm3 qe1 qe1 60990731 69773397 gpos33
band mm3 qe2 qe2 69773397 72700952 gneg
band mm3 qe3 qe3 72700952 83923246 gpos100
band mm3 qf1 qf1 83923246 93193838 gneg
band mm3 qf2.1 qf2.1 93193838 97585170 gpos33
band mm3 qf2.2 qf2.2 97585170 106367836 gneg
band mm3 qf2.3 qf2.3 106367836 108319539 gpos33
band mm3 qf3 qf3 108319539 115150501 gneg
band mm3 qg1 qg1 115150501 126860721 gpos100
band mm3 qg2 qg2 126860721 128812425 gneg
band mm3 qg3 qg3 128812425 138570942 gpos66
band mm3 qh1 qh1 138570942 143938126 gneg
band mm3 qh2 qh2 143938126 148329459 gpos33
band mm3 qh3 qh3 148329459 154184569 gneg
band mm3 qh4 qh4 154184569 160039680 gpos33
band mm4 qa1 qa1 0 14882673 gpos100
band mm4 qa2 qa2 14882673 17763191 gneg
band mm4 qa3 qa3 17763191 28325088 gpos100
band mm4 qa4 qa4 28325088 30245433 gneg
band mm4 qa5 qa5 30245433 43687848 gpos66
band mm4 qb1 qb1 43687848 51849314 gneg
band mm4 qb2 qb2 51849314 55209918 gpos33
band mm4 qb3 qb3 55209918 63371384 gneg
band mm4 qc1 qc1 63371384 69612505 gpos33
band mm4 qc2 qc2 69612505 72012936 gneg
band mm4 qc3 qc3 72012936 84015092 gpos100
band mm4 qc4 qc4 84015092 89776127 gneg
band mm4 qc5 qc5 89776127 97457507 gpos66
band mm4 qc6 qc6 97457507 105618973 gneg
band mm4 qc7 qc7 105618973 110899922 gpos66
band mm4 qd1 qd1 110899922 117621130 gneg
band mm4 qd2.1 qd2.1 117621130 120501647 gpos33
band mm4 qd2.2 qd2.2 120501647 131063544 gneg
band mm4 qd2.3 qd2.3 131063544 133944062 gpos33
band mm4 qd3 qd3 133944062 141625442 gneg
band mm4 qe1 qe1 141625442 147866563 gpos100
band mm4 qe2 qe2 147866563 156508116 gneg
band mm5 qa1 qa1 0 14895174 gpos100
band mm5 qa2 qa2 14895174 16336643 gneg
band mm5 qa3 qa3 16336643 25465943 gpos66
band mm5 qb1 qb1 25465943 33634265 gneg
band mm5 qb2 qb2 33634265 35556223 gpos33
band mm5 qb3 qb3 35556223 50451398 gneg
band mm5 qc1 qc1 50451398 58619719 gpos33
band mm5 qc2 qc2 58619719 61022167 gneg
band mm5 qc3.1 qc3.1 61022167 71592936 gpos100
band mm5 qc3.2 qc3.2 71592936 73514894 gneg
band mm5 qc3.3 qc3.3 73514894 77839300 gpos66
band mm5 qd qd 77839300 81683216 gneg
band mm5 qe1 qe1 81683216 91293006 gpos100
band mm5 qe2 qe2 91293006 93695453 gneg
band mm5 qe3 qe3 93695453 99461327 gpos33
band mm5 qe4 qe4 99461327 101863775 gneg
band mm5 qe5 qe5 101863775 107629649 gpos33
band mm5 qf qf 107629649 124927271 gneg
band mm5 qg1.1 qg1.1 124927271 126849229 gpos33
band mm5 qg1.2 qg1.2 126849229 127810208 gneg
band mm5 qg1.3 qg1.3 127810208 130693145 gpos33
band mm5 qg2 qg2 130693145 146068809 gneg
band mm5 qg3 qg3 146068809 151834684 gpos33
band mm6 qa1 qa1 0 16637394 gpos100
band mm6 qa2 qa2 16637394 21530745 gneg
band mm6 qa3.1 qa3.1 21530745 27402766 gpos100
band mm6 qa3.2 qa3.2 27402766 28381436 gneg
band mm6 qa3.3 qa3.3 28381436 34253458 gpos100
band mm6 qb1 qb1 34253458 41593485 gneg
band mm6 qb2.1 qb2.1 41593485 44529495 gpos66
band mm6 qb2.2 qb2.2 44529495 45997501 gneg
band mm6 qb2.3 qb2.3 45997501 50890852 gpos66
band mm6 qb3 qb3 50890852 62634895 gneg
band mm6 qc1 qc1 62634895 74378937 gpos100
band mm6 qc2 qc2 74378937 76825613 gneg
band mm6 qc3 qc3 76825613 86122980 gpos66
band mm6 qd1 qd1 86122980 94441677 gneg
band mm6 qd2 qd2 94441677 95909683 gpos33
band mm6 qd3 qd3 95909683 103249709 gneg
band mm6 qe1 qe1 103249709 108632396 gpos100
band mm6 qe2 qe2 108632396 109611066 gneg
band mm6 qe3 qe3 109611066 116951093 gpos100
band mm6 qf1 qf1 116951093 122823114 gneg
band mm6 qf2 qf2 122823114 125269790 gpos33
band mm6 qf3 qf3 125269790 132120481 gneg
band mm6 qg1 qg1 132120481 139460508 gpos66
band mm6 qg2 qg2 139460508 142885854 gneg
band mm6 qg3 qg3 142885854 149736546 gpos33
band mm7 qa1 qa1 0 15202939 gpos100
band mm7 qa2 qa2 15202939 18243527 gneg
band mm7 qa3 qa3 18243527 28378821 gpos33
band mm7 qb1 qb1 28378821 34459997 gneg
band mm7 qb2 qb2 34459997 37500585 gpos33
band mm7 qb3 qb3 37500585 47635878 gneg
band mm7 qb4 qb4 47635878 54223819 gpos33
band mm7 qb5 qb5 54223819 60811759 gneg
band mm7 qc qc 60811759 71453817 gpos100
band mm7 qd1 qd1 71453817 77028229 gneg
band mm7 qd2 qd2 77028229 80575581 gpos66
band mm7 qd3 qd3 80575581 90204110 gneg
band mm7 qe1 qe1 90204110 99832639 gpos100
band mm7 qe2 qe2 99832639 102366462 gneg
band mm7 qe3 qe3 102366462 111488226 gpos33
band mm7 qf1 qf1 111488226 118582931 gneg
band mm7 qf2 qf2 118582931 123143813 gpos33
band mm7 qf3 qf3 123143813 137333224 gneg
band mm7 qf4 qf4 137333224 140880577 gpos33
band mm7 qf5 qf5 140880577 145441459 gneg
band mm8 qa1.1 qa1.1 0 15940729 gpos100
band mm8 qa1.2 qa1.2 15940729 16878419 gneg
band mm8 qa1.3 qa1.3 16878419 20160333 gpos33
band mm8 qa2 qa2 20160333 29537233 gneg
band mm8 qa3 qa3 29537233 33756838 gpos33
band mm8 qa4 qa4 33756838 44071427 gneg
band mm8 qb1.1 qb1.1 44071427 48291032 gpos66
band mm8 qb1.2 qb1.2 48291032 50166412 gneg
band mm8 qb1.3 qb1.3 50166412 55792551 gpos66
band mm8 qb2 qb2 55792551 59543311 gneg
band mm8 qb3.1 qb3.1 59543311 67044831 gpos100
band mm8 qb3.2 qb3.2 67044831 67982521 gneg
band mm8 qb3.3 qb3.3 67982521 74546350 gpos100
band mm8 qc1 qc1 74546350 80172490 gneg
band mm8 qc2 qc2 80172490 84860940 gpos33
band mm8 qc3 qc3 84860940 90018235 gneg
band mm8 qc4 qc4 90018235 91424770 gpos33
band mm8 qc5 qc5 91424770 95644374 gneg
band mm8 qd1 qd1 95644374 103145894 gpos100
band mm8 qd2 qd2 103145894 104083584 gneg
band mm8 qd3 qd3 104083584 110647414 gpos33
band mm8 qe1 qe1 110647414 123775073 gneg
band mm8 qe2 qe2 123775073 129401213 gpos33
band mm9 qa1 qa1 0 14412120 gpos100
band mm9 qa2 qa2 14412120 19526099 gneg
band mm9 qa3 qa3 19526099 24175170 gpos33
band mm9 qa4 qa4 24175170 38122384 gneg
band mm9 qa5.1 qa5.1 38122384 44166177 gpos66
band mm9 qa5.2 qa5.2 44166177 46490712 gneg
band mm9 qa5.3 qa5.3 46490712 54859040 gpos66
band mm9 qb qb 54859040 63227369 gneg
band mm9 qc qc 63227369 69736069 gpos33
band mm9 qd qd 69736069 77639490 gneg
band mm9 qe1 qe1 77639490 82753468 gpos33
band mm9 qe2 qe2 82753468 84613097 gneg
band mm9 qe3.1 qe3.1 84613097 91121796 gpos100
band mm9 qe3.2 qe3.2 91121796 91586703 gneg
band mm9 qe3.3 qe3.3 91586703 100884846 gpos100
band mm9 qe4 qe4 100884846 101814660 gpos66
band mm9 qf1 qf1 101814660 108323360 gneg
band mm9 qf2 qf2 108323360 111112803 gpos33
band mm9 qf3 qf3 111112803 119946038 gneg
band mm9 qf4 qf4 119946038 124595110 gpos33
band mmX qa1.1 qa1.1 0 15772338 gpos100
band mmX qa1.2 qa1.2 15772338 18236766 gneg
band mmX qa1.3 qa1.3 18236766 21194080 gpos33
band mmX qa2 qa2 21194080 28094478 gneg
band mmX qa3.1 qa3.1 28094478 33516219 gpos66
band mmX qa3.2 qa3.2 33516219 34501991 gneg
band mmX qa3.3 qa3.3 34501991 39923732 gpos66
band mmX qa4 qa4 39923732 47809902 gneg
band mmX qa5 qa5 47809902 56188957 gpos66
band mmX qa6 qa6 56188957 63089355 gneg
band mmX qa7.1 qa7.1 63089355 69496867 gpos66
band mmX qa7.2 qa7.2 69496867 70975524 gneg
band mmX qa7.3 qa7.3 70975524 77383037 gpos66
band mmX qb qb 77383037 82311893 gneg
band mmX qc1 qc1 82311893 91183833 gpos100
band mmX qc2 qc2 91183833 92169604 gneg
band mmX qc3 qc3 92169604 101041545 gpos100
band mmX qd qd 101041545 109913486 gneg
band mmX qe1 qe1 109913486 120264083 gpos100
band mmX qe2 qe2 120264083 121249854 gneg
band mmX qe3 qe3 121249854 135050651 gpos100
band mmX qf1 qf1 135050651 141458163 gneg
band mmX qf2 qf2 141458163 148851447 gpos33
band mmX qf3 qf3 148851447 156244731 gneg
band mmX qf4 qf4 156244731 163638015 gpos33
band mmX qf5 qf5 163638015 171031299 gneg
band mmY qa1 qa1 0 20642557 gpos100
band mmY qa2 qa2 20642557 32684048 gpos66
band mmY qb qb 32684048 45298944 gpos33
band mmY qc1 qc1 45298944 54473414 gpos100
band mmY qc2 qc2 54473414 61927671 gpos33
band mmY qc3 qc3 61927671 72248949 gpos100
band mmY qd qd 72248949 83143632 gpos33
band mmY qe qe 83143632 91744698 gpos66
