GeneId,GeneName,Chromosome,CanonicalTranscriptId,Strand,TransId,TransName,BioType,TransStart,TransEnd,ExonRank,ExonStart,ExonEnd,ExonPhase,ExonEndPhase,CodingStart,CodingEnd
ENSG00000196126,HLA-DRB1,6,2433967,-1,2433967,ENST00000360004,protein_coding,32546546,32557625,5,32548024,32548047,1,1,32546868,32557519
ENSG00000196126,HLA-DRB1,6,2433967,-1,2433967,ENST00000360004,protein_coding,32546546,32557625,4,32548523,32548633,1,1,32546868,32557519
ENSG00000196126,HLA-DRB1,6,2433967,-1,2433967,ENST00000360004,protein_coding,32546546,32557625,3,32549334,32549615,1,1,32546868,32557519
ENSG00000196126,HLA-DRB1,6,2433967,-1,2433967,ENST00000360004,protein_coding,32546546,32557625,2,32551886,32552155,1,1,32546868,32557519
ENSG00000196126,HLA-DRB1,6,2433967,-1,2433967,ENST00000360004,protein_coding,32546546,32557625,1,32557420,32557625,-1,1,32546868,32557519
ENSG00000198502,HLA-DRB5,6,2433927,-1,2433927,ENST00000374975,protein_coding,32485120,32498064,6,32485120,32485529,1,-1,32485516,32498001
ENSG00000198502,HLA-DRB5,6,2433927,-1,2433927,ENST00000374975,protein_coding,32485120,32498064,5,32485831,32485854,1,1,32485516,32498001
ENSG00000198502,HLA-DRB5,6,2433927,-1,2433927,ENST00000374975,protein_coding,32485120,32498064,4,32486333,32486443,1,1,32485516,32498001
ENSG00000198502,HLA-DRB5,6,2433927,-1,2433927,ENST00000374975,protein_coding,32485120,32498064,3,32487147,32487428,1,1,32485516,32498001
ENSG00000198502,HLA-DRB5,6,2433927,-1,2433927,ENST00000374975,protein_coding,32485120,32498064,2,32489682,32489951,1,1,32485516,32498001
ENSG00000198502,HLA-DRB5,6,2433927,-1,2433927,ENST00000374975,protein_coding,32485120,32498064,1,32497902,32498064,-1,1,32485516,32498001
ENSG00000196101,HLA-DRB3,HSCHR6_MHC_QBL_CTG1,-1,-1,-1,ENST00000307137,protein_coding,3715355,3728422,6,3715355,3715685,1,-1,3715672,3728382
ENSG00000196101,HLA-DRB3,HSCHR6_MHC_QBL_CTG1,-1,-1,-1,ENST00000307137,protein_coding,3715355,3728422,5,3716485,3716508,1,1,3715672,3728382
ENSG00000196101,HLA-DRB3,HSCHR6_MHC_QBL_CTG1,-1,-1,-1,ENST00000307137,protein_coding,3715355,3728422,4,3716982,3717092,1,1,3715672,3728382
ENSG00000196101,HLA-DRB3,HSCHR6_MHC_QBL_CTG1,-1,-1,-1,ENST00000307137,protein_coding,3715355,3728422,3,3717777,3718058,1,1,3715672,3728382
ENSG00000196101,HLA-DRB3,HSCHR6_MHC_QBL_CTG1,-1,-1,-1,ENST00000307137,protein_coding,3715355,3728422,2,3720361,3720630,1,1,3715672,3728382
ENSG00000196101,HLA-DRB3,HSCHR6_MHC_QBL_CTG1,-1,-1,-1,ENST00000307137,protein_coding,3715355,3728422,1,3728283,3728422,-1,1,3715672,3728382
ENSG00000231021,HLA-DRB4,HSCHR6_MHC_MCF_CTG1,-1,-1,-1,ENST00000457451,protein_coding,3876744,3891699,6,3876744,3877069,1,-1,3877056,3891636
ENSG00000231021,HLA-DRB4,HSCHR6_MHC_MCF_CTG1,-1,-1,-1,ENST00000457451,protein_coding,3876744,3891699,5,3877372,3877395,1,1,3877056,3891636
ENSG00000231021,HLA-DRB4,HSCHR6_MHC_MCF_CTG1,-1,-1,-1,ENST00000457451,protein_coding,3876744,3891699,4,3877870,3877980,1,1,3877056,3891636
ENSG00000231021,HLA-DRB4,HSCHR6_MHC_MCF_CTG1,-1,-1,-1,ENST00000457451,protein_coding,3876744,3891699,3,3878685,3878966,1,1,3877056,3891636
ENSG00000231021,HLA-DRB4,HSCHR6_MHC_MCF_CTG1,-1,-1,-1,ENST00000457451,protein_coding,3876744,3891699,2,3881704,3881973,1,1,3877056,3891636
ENSG00000231021,HLA-DRB4,HSCHR6_MHC_MCF_CTG1,-1,-1,-1,ENST00000457451,protein_coding,3876744,3891699,1,3891537,3891699,-1,1,3877056,3891636
ENSG00000188641,DPYD,1,0,1,0,ENST00000000000,protein_coding,97547946,98045450,1,97547946,97547948,0,0,97547946,98045450
ENSG00000188641,DPYD,1,0,1,0,ENST00000000000,protein_coding,97547946,98045450,2,97915613,97915615,0,0,97547946,98045450
ENSG00000188641,DPYD,1,0,1,0,ENST00000000000,protein_coding,97547946,98045450,3,97981342,97981344,0,0,97547946,98045450
ENSG00000188641,DPYD,1,0,1,0,ENST00000000000,protein_coding,97547946,98045450,4,98039418,98039420,0,0,97547946,98045450
ENSG00000188641,DPYD,1,0,1,0,ENST00000000000,protein_coding,97547946,98045450,5,98045448,98045450,0,0,97547946,98045450
